interval_from,interval_to,o3_B0_min,o3_B0_max,o3_B0_mean,o3_B0_stDev,o3_B0_sampleCount,o3_B0_noDataCount,shapefile,NUTS_ID,year,month,month_num
2021-12-01,2022-01-01,0.1277323067188263,0.137494295835495,0.1332038697694871,0.0015019097925521748,65536,34698,NUTS_NL_01m_2024.shp,NL,2021,December,12
2022-01-01,2022-02-01,0.14291924238204956,0.16556806862354279,0.15067672190135614,0.004678916176652077,65536,34698,NUTS_NL_01m_2024.shp,NL,2022,January,1
2022-02-01,2022-03-01,0.150359109044075,0.16001096367835999,0.1554167013888622,0.0015723297920557438,65536,34698,NUTS_NL_01m_2024.shp,NL,2022,February,2
2022-03-01,2022-04-01,0.17817318439483643,0.2086123824119568,0.18897085606315475,0.005709520522058557,65536,34698,NUTS_NL_01m_2024.shp,NL,2022,March,3
2022-04-01,2022-05-01,0.15991230309009552,0.1707010418176651,0.1652576412310496,0.0018047915807562537,65536,34698,NUTS_NL_01m_2024.shp,NL,2022,April,4
2022-05-01,2022-06-01,0.17667683959007263,0.18499404191970825,0.1809927690741586,0.0014778278804642082,65536,34698,NUTS_NL_01m_2024.shp,NL,2022,May,5
2022-06-01,2022-07-01,0.14213721454143524,0.15819847583770752,0.15187910394622908,0.0024682698810311364,65536,34698,NUTS_NL_01m_2024.shp,NL,2022,June,6
2022-07-01,2022-08-01,0.13398046791553497,0.14557978510856628,0.13909042594582574,0.0018075611702707112,65536,34698,NUTS_NL_01m_2024.shp,NL,2022,July,7
2022-08-01,2022-09-01,0.13544276356697083,0.14254048466682434,0.13869126639741775,0.0012812094833766585,65536,34698,NUTS_NL_01m_2024.shp,NL,2022,August,8
2022-09-01,2022-10-01,0.13464532792568207,0.14820191264152527,0.14200389105363004,0.0024269108611690514,65536,34803,NUTS_NL_01m_2024.shp,NL,2022,September,9
2022-10-01,2022-11-01,0.11984851956367493,0.12964870035648346,0.12394674610590793,0.0015650571639749635,65536,34698,NUTS_NL_01m_2024.shp,NL,2022,October,10
2022-11-01,2022-12-01,0.1346978396177292,0.1454823613166809,0.1392926493347586,0.0014206092341655576,65536,34698,NUTS_NL_01m_2024.shp,NL,2022,November,11
2022-12-01,2023-01-01,0.14103512465953827,0.14914526045322418,0.146083486684468,0.001170911354560027,65536,34698,NUTS_NL_01m_2024.shp,NL,2022,December,12
2023-01-01,2023-02-01,0.11166393011808395,0.12497949600219727,0.11824470669557119,0.0023866398493774554,65536,34713,NUTS_NL_01m_2024.shp,NL,2023,January,1
2023-02-01,2023-03-01,0.1414419263601303,0.15241310000419617,0.14725122310627614,0.0020165441707382424,65536,34698,NUTS_NL_01m_2024.shp,NL,2023,February,2
2023-03-01,2023-04-01,0.16879630088806152,0.1774057149887085,0.17344764954445552,0.0016235385597675673,65536,34698,NUTS_NL_01m_2024.shp,NL,2023,March,3
2023-04-01,2023-05-01,0.14701159298419952,0.15965640544891357,0.15400484245799848,0.0026391482446288424,65536,34698,NUTS_NL_01m_2024.shp,NL,2023,April,4
2023-05-01,2023-06-01,0.15252719819545746,0.1607140749692917,0.15598119331394647,0.0016211288734461502,65536,34698,NUTS_NL_01m_2024.shp,NL,2023,May,5
2023-06-01,2023-07-01,0.1475379914045334,0.15375003218650818,0.15041080600046783,0.0008848091928372797,65536,34698,NUTS_NL_01m_2024.shp,NL,2023,June,6
2023-07-01,2023-08-01,0.1399114727973938,0.1564769297838211,0.14872811297856553,0.0025184604372704214,65536,34698,NUTS_NL_01m_2024.shp,NL,2023,July,7
2023-08-01,2023-09-01,0.13776713609695435,0.1546737104654312,0.14354572890333497,0.0029339968876043636,65536,34698,NUTS_NL_01m_2024.shp,NL,2023,August,8
2023-09-01,2023-10-01,0.12543970346450806,0.13297338783740997,0.12933674544710408,0.0012921440550403855,65536,34698,NUTS_NL_01m_2024.shp,NL,2023,September,9
2023-10-01,2023-11-01,0.16091862320899963,0.16905178129673004,0.1648840414925145,0.001283058258162812,65536,34698,NUTS_NL_01m_2024.shp,NL,2023,October,10
2023-11-01,2023-12-01,0.15185102820396423,0.16316011548042297,0.15732199117291001,0.002174307539353793,65536,34698,NUTS_NL_01m_2024.shp,NL,2023,November,11
2023-12-01,2024-01-01,0.14566153287887573,0.16294385492801666,0.15635309052547328,0.0030993070593739844,65536,34698,NUTS_NL_01m_2024.shp,NL,2023,December,12
2018-04-01,2018-05-01,0.16792894899845123,0.17833302915096283,0.17178843884826867,0.0019363513390517173,65536,29056,NUTS_NL_01m_2024.shp,NL1,2018,April,4
2018-05-01,2018-06-01,0.14572890102863312,0.15253105759620667,0.14879398922101073,0.0013411056008551623,65536,29056,NUTS_NL_01m_2024.shp,NL1,2018,May,5
2018-06-01,2018-07-01,0.1408955156803131,0.14583905041217804,0.14349384304430068,0.0007704583811916506,65536,29056,NUTS_NL_01m_2024.shp,NL1,2018,June,6
2018-07-01,2018-08-01,0.13655032217502594,0.14820300042629242,0.14336836645134646,0.0023863382535267564,65536,29056,NUTS_NL_01m_2024.shp,NL1,2018,July,7
2018-08-01,2018-09-01,0.14519423246383667,0.1532987356185913,0.14925630813129656,0.0019062062368224069,65536,29056,NUTS_NL_01m_2024.shp,NL1,2018,August,8
2018-09-01,2018-10-01,0.1306605488061905,0.13378214836120605,0.13225722434589612,0.0006622672910604868,65536,59510,NUTS_NL_01m_2024.shp,NL1,2018,September,9
2018-10-01,2018-11-01,0.13680526614189148,0.1428908258676529,0.1393021614482752,0.000968570058316981,65536,29056,NUTS_NL_01m_2024.shp,NL1,2018,October,10
2018-11-01,2018-12-01,0.13948488235473633,0.14494332671165466,0.14221047444407914,0.0008385272767608548,65536,29056,NUTS_NL_01m_2024.shp,NL1,2018,November,11
2018-12-01,2019-01-01,0.1278839111328125,0.13375705480575562,0.13046411126280175,0.001024978893134218,65536,29056,NUTS_NL_01m_2024.shp,NL1,2018,December,12
2019-01-01,2019-02-01,0.16460472345352173,0.18496495485305786,0.17727476747334567,0.004837729352835554,65536,30969,NUTS_NL_01m_2024.shp,NL1,2019,January,1
2019-02-01,2019-03-01,0.1356395035982132,0.1431325078010559,0.13891815359810375,0.0013608061188250986,65536,29056,NUTS_NL_01m_2024.shp,NL1,2019,February,2
2019-03-01,2019-04-01,0.15149018168449402,0.16589340567588806,0.15616931059405942,0.0021807497053185944,65536,29056,NUTS_NL_01m_2024.shp,NL1,2019,March,3
2019-04-01,2019-05-01,0.1506279706954956,0.15866993367671967,0.15435333144279206,0.0020319329128462298,65536,29056,NUTS_NL_01m_2024.shp,NL1,2019,April,4
2019-05-01,2019-06-01,0.1429930031299591,0.14842678606510162,0.1458662903034369,0.0008027266248825282,65536,29056,NUTS_NL_01m_2024.shp,NL1,2019,May,5
2019-06-01,2019-07-01,0.13959814608097076,0.1465548276901245,0.14215589709571683,0.001267735175535086,65536,29056,NUTS_NL_01m_2024.shp,NL1,2019,June,6
2019-07-01,2019-08-01,0.14930003881454468,0.15289677679538727,0.15086624467508417,0.0008034842109440218,65536,58322,NUTS_NL_01m_2024.shp,NL1,2019,July,7
2019-08-01,2019-09-01,0.12357242405414581,0.12986163794994354,0.12652441624127275,0.0009321363485050911,65536,29056,NUTS_NL_01m_2024.shp,NL1,2019,August,8
2019-09-01,2019-10-01,0.1234312504529953,0.12891696393489838,0.1262670681139919,0.0009357828983679897,65536,29056,NUTS_NL_01m_2024.shp,NL1,2019,September,9
2019-10-01,2019-11-01,0.13136950135231018,0.1374848634004593,0.13491979078430652,0.0010426268877919518,65536,29056,NUTS_NL_01m_2024.shp,NL1,2019,October,10
2019-11-01,2019-12-01,0.10933554917573929,0.11608918011188507,0.11306928982672235,0.0010964956786647904,65536,29056,NUTS_NL_01m_2024.shp,NL1,2019,November,11
2019-12-01,2020-01-01,0.13108593225479126,0.14110234379768372,0.13626474318985016,0.0016667009293241674,65536,29056,NUTS_NL_01m_2024.shp,NL1,2019,December,12
2020-01-01,2020-02-01,0.125124990940094,0.12990409135818481,0.12762000974627133,0.0008803087661899566,65536,29056,NUTS_NL_01m_2024.shp,NL1,2020,January,1
2020-02-01,2020-03-01,0.17800043523311615,0.19558024406433105,0.1846774705636652,0.003013377518155352,65536,29056,NUTS_NL_01m_2024.shp,NL1,2020,February,2
2020-03-01,2020-04-01,0.14947597682476044,0.15657222270965576,0.15279564837099965,0.0013013489102346326,65536,29056,NUTS_NL_01m_2024.shp,NL1,2020,March,3
2020-04-01,2020-05-01,0.17621181905269623,0.18655738234519958,0.18182904569252387,0.001660795125889388,65536,29056,NUTS_NL_01m_2024.shp,NL1,2020,April,4
2020-05-01,2020-06-01,0.14478935301303864,0.15191851556301117,0.14857806446716923,0.0012358132911818964,65536,29056,NUTS_NL_01m_2024.shp,NL1,2020,May,5
2020-06-01,2020-07-01,0.13845223188400269,0.14861024916172028,0.14355575181012586,0.001628510470274291,65536,29056,NUTS_NL_01m_2024.shp,NL1,2020,June,6
2020-07-01,2020-08-01,0.12816807627677917,0.13328669965267181,0.13029268930437324,0.0008088294211141438,65536,29056,NUTS_NL_01m_2024.shp,NL1,2020,July,7
2020-08-01,2020-09-01,0.14032770693302155,0.14626164734363556,0.1439026096443585,0.0010525623198289538,65536,29056,NUTS_NL_01m_2024.shp,NL1,2020,August,8
2020-09-01,2020-10-01,0.12732917070388794,0.13257847726345062,0.129752672852524,0.0008024932509427091,65536,29056,NUTS_NL_01m_2024.shp,NL1,2020,September,9
2020-10-01,2020-11-01,0.1238962784409523,0.13055598735809326,0.1266027924500564,0.0011206583391342774,65536,29056,NUTS_NL_01m_2024.shp,NL1,2020,October,10
2020-11-01,2020-12-01,0.12707602977752686,0.13539062440395355,0.1302305043875157,0.001351074335451308,65536,29056,NUTS_NL_01m_2024.shp,NL1,2020,November,11
2020-12-01,2021-01-01,0.14568273723125458,0.159686878323555,0.15243009591653367,0.00319408775080462,65536,29396,NUTS_NL_01m_2024.shp,NL1,2020,December,12
2021-01-01,2021-02-01,0.1880321502685547,0.2009848803281784,0.19533958958886571,0.0022616033687100643,65536,29056,NUTS_NL_01m_2024.shp,NL1,2021,January,1
2021-02-01,2021-03-01,0.1601240187883377,0.16768819093704224,0.1633999134797863,0.001555876087963623,65536,29056,NUTS_NL_01m_2024.shp,NL1,2021,February,2
2021-03-01,2021-04-01,0.14733245968818665,0.15280188620090485,0.1494553556253208,0.0010429198315050666,65536,29056,NUTS_NL_01m_2024.shp,NL1,2021,March,3
2021-04-01,2021-05-01,0.1678212434053421,0.1827245056629181,0.17350770566293935,0.002556961134774514,65536,29056,NUTS_NL_01m_2024.shp,NL1,2021,April,4
2021-05-01,2021-06-01,0.1418820321559906,0.14857381582260132,0.14496885678861574,0.0011300419675816793,65536,29056,NUTS_NL_01m_2024.shp,NL1,2021,May,5
2021-06-01,2021-07-01,0.14532484114170074,0.15049457550048828,0.14766160085829974,0.0010271043102208315,65536,29056,NUTS_NL_01m_2024.shp,NL1,2021,June,6
2021-07-01,2021-08-01,0.15665054321289062,0.16262634098529816,0.15985842116275065,0.0010298897994957684,65536,29056,NUTS_NL_01m_2024.shp,NL1,2021,July,7
2021-08-01,2021-09-01,0.13479042053222656,0.14461064338684082,0.138335892759885,0.0021453896192413857,65536,29056,NUTS_NL_01m_2024.shp,NL1,2021,August,8
2021-09-01,2021-10-01,0.13891778886318207,0.1444263607263565,0.14151847200272155,0.0010090859821571185,65536,29056,NUTS_NL_01m_2024.shp,NL1,2021,September,9
2021-10-01,2021-11-01,0.12896263599395752,0.13448947668075562,0.1318687800734647,0.0010358767660129625,65536,29056,NUTS_NL_01m_2024.shp,NL1,2021,October,10
2021-11-01,2021-12-01,0.12594927847385406,0.13303281366825104,0.13011799303553226,0.001178200645520302,65536,29056,NUTS_NL_01m_2024.shp,NL1,2021,November,11
2021-12-01,2022-01-01,0.13091930747032166,0.1374129056930542,0.13432025374321857,0.0011326507861190648,65536,29056,NUTS_NL_01m_2024.shp,NL1,2021,December,12
2022-01-01,2022-02-01,0.14442865550518036,0.16556806862354279,0.15547137428606178,0.004299096261430634,65536,29056,NUTS_NL_01m_2024.shp,NL1,2022,January,1
2022-02-01,2022-03-01,0.150359109044075,0.157385915517807,0.15419380951615597,0.0012444637825299331,65536,29056,NUTS_NL_01m_2024.shp,NL1,2022,February,2
2022-03-01,2022-04-01,0.17780528962612152,0.19117945432662964,0.18295083960493502,0.002630582123670906,65536,29056,NUTS_NL_01m_2024.shp,NL1,2022,March,3
2022-04-01,2022-05-01,0.16126568615436554,0.17028199136257172,0.16485572651992622,0.0015415815963279152,65536,29056,NUTS_NL_01m_2024.shp,NL1,2022,April,4
2022-05-01,2022-06-01,0.17711494863033295,0.18299193680286407,0.18003455788803957,0.0010708181971775194,65536,29056,NUTS_NL_01m_2024.shp,NL1,2022,May,5
2022-06-01,2022-07-01,0.14213721454143524,0.1544933021068573,0.14912721088499176,0.0020521127226061243,65536,29056,NUTS_NL_01m_2024.shp,NL1,2022,June,6
2022-07-01,2022-08-01,0.1382359266281128,0.14557978510856628,0.14071013642834454,0.0013443818627542213,65536,29056,NUTS_NL_01m_2024.shp,NL1,2022,July,7
2022-08-01,2022-09-01,0.13544276356697083,0.14093387126922607,0.13803547920961584,0.0010773888475954052,65536,29056,NUTS_NL_01m_2024.shp,NL1,2022,August,8
2022-09-01,2022-10-01,0.13702398538589478,0.14820191264152527,0.14261918290918718,0.0019508867736294593,65536,29056,NUTS_NL_01m_2024.shp,NL1,2022,September,9
2022-10-01,2022-11-01,0.1199181005358696,0.1272859275341034,0.12337953721544831,0.0011113320981858265,65536,29056,NUTS_NL_01m_2024.shp,NL1,2022,October,10
2022-11-01,2022-12-01,0.13615982234477997,0.14170464873313904,0.1385774958674512,0.0008097394053509152,65536,29056,NUTS_NL_01m_2024.shp,NL1,2022,November,11
2022-12-01,2023-01-01,0.14412114024162292,0.14910435676574707,0.146144008589092,0.0009739719932802957,65536,29056,NUTS_NL_01m_2024.shp,NL1,2022,December,12
2023-01-01,2023-02-01,0.1175432801246643,0.12497949600219727,0.1207121105576845,0.0012625905905681678,65536,29079,NUTS_NL_01m_2024.shp,NL1,2023,January,1
2023-02-01,2023-03-01,0.1414419263601303,0.14822779595851898,0.14483014750661902,0.0011819168969664964,65536,29056,NUTS_NL_01m_2024.shp,NL1,2023,February,2
2023-03-01,2023-04-01,0.16879630088806152,0.1754697859287262,0.1717858946142839,0.001133043383825065,65536,29056,NUTS_NL_01m_2024.shp,NL1,2023,March,3
2023-04-01,2023-05-01,0.1539398580789566,0.15965640544891357,0.15685006413494512,0.0010019604126474087,65536,29056,NUTS_NL_01m_2024.shp,NL1,2023,April,4
2023-05-01,2023-06-01,0.15403003990650177,0.1607140749692917,0.15783905930196102,0.0011886662553728035,65536,29056,NUTS_NL_01m_2024.shp,NL1,2023,May,5
2023-06-01,2023-07-01,0.14837439358234406,0.15375003218650818,0.15114559671155325,0.0008593031332069228,65536,29056,NUTS_NL_01m_2024.shp,NL1,2023,June,6
2023-07-01,2023-08-01,0.14791665971279144,0.1564769297838211,0.15129727252407899,0.001451504574619232,65536,29056,NUTS_NL_01m_2024.shp,NL1,2023,July,7
2023-08-01,2023-09-01,0.13949646055698395,0.1546737104654312,0.14694543027302648,0.003193149739467326,65536,29056,NUTS_NL_01m_2024.shp,NL1,2023,August,8
2023-09-01,2023-10-01,0.12723420560359955,0.13297338783740997,0.13059632929385107,0.0008735681322366074,65536,29056,NUTS_NL_01m_2024.shp,NL1,2023,September,9
2023-10-01,2023-11-01,0.16124741733074188,0.16823410987854004,0.16396541524792743,0.001229661963733518,65536,29056,NUTS_NL_01m_2024.shp,NL1,2023,October,10
2023-11-01,2023-12-01,0.15511727333068848,0.16247475147247314,0.15912338581892035,0.0012011927061722164,65536,29056,NUTS_NL_01m_2024.shp,NL1,2023,November,11
2023-12-01,2024-01-01,0.15023289620876312,0.1621544510126114,0.15642865605758532,0.002652910240306603,65536,29056,NUTS_NL_01m_2024.shp,NL1,2023,December,12
2018-04-01,2018-05-01,0.16792894899845123,0.17424607276916504,0.169895179926119,0.0009829251127999156,65536,36854,NUTS_NL_01m_2024.shp,NL11,2018,April,4
2018-05-01,2018-06-01,0.14572890102863312,0.15253105759620667,0.14964459554014453,0.0015866198698886798,65536,36854,NUTS_NL_01m_2024.shp,NL11,2018,May,5
2018-06-01,2018-07-01,0.14163045585155487,0.1453738957643509,0.14370214006301246,0.0006985356509892446,65536,36854,NUTS_NL_01m_2024.shp,NL11,2018,June,6
2018-07-01,2018-08-01,0.13655032217502594,0.14705809950828552,0.14149881289013033,0.001991542351923227,65536,36854,NUTS_NL_01m_2024.shp,NL11,2018,July,7
2018-08-01,2018-09-01,0.14529390633106232,0.15252026915550232,0.14863948744538735,0.0018316836361580865,65536,36854,NUTS_NL_01m_2024.shp,NL11,2018,August,8
2018-09-01,2018-10-01,0.12842132151126862,0.1332973688840866,0.1304302310385214,0.0010172445139141866,65536,36854,NUTS_NL_01m_2024.shp,NL11,2018,September,9
2018-10-01,2018-11-01,0.1371690183877945,0.14238756895065308,0.13933833234739892,0.0009378844056780975,65536,36854,NUTS_NL_01m_2024.shp,NL11,2018,October,10
2018-11-01,2018-12-01,0.13948488235473633,0.14393112063407898,0.142148989743767,0.0007166035050264854,65536,36854,NUTS_NL_01m_2024.shp,NL11,2018,November,11
2018-12-01,2019-01-01,0.12916995584964752,0.13375705480575562,0.13132386117629088,0.0007658118864237531,65536,36854,NUTS_NL_01m_2024.shp,NL11,2018,December,12
2019-01-01,2019-02-01,0.17781274020671844,0.18496495485305786,0.1820338139447856,0.0013325407197483227,65536,42093,NUTS_NL_01m_2024.shp,NL11,2019,January,1
2019-02-01,2019-03-01,0.1356395035982132,0.1404057890176773,0.137650910217608,0.0012984571583886516,65536,36854,NUTS_NL_01m_2024.shp,NL11,2019,February,2
2019-03-01,2019-04-01,0.15314550697803497,0.16589340567588806,0.15744397479080444,0.0019680650001537886,65536,36854,NUTS_NL_01m_2024.shp,NL11,2019,March,3
2019-04-01,2019-05-01,0.15220746397972107,0.15866993367671967,0.15516616559396074,0.0017765458055855274,65536,36854,NUTS_NL_01m_2024.shp,NL11,2019,April,4
2019-05-01,2019-06-01,0.14445123076438904,0.14842678606510162,0.14619497103958967,0.0007315526652918391,65536,36854,NUTS_NL_01m_2024.shp,NL11,2019,May,5
2019-06-01,2019-07-01,0.1399572193622589,0.1453600823879242,0.14291300728514958,0.0008277054060457223,65536,36854,NUTS_NL_01m_2024.shp,NL11,2019,June,6
2019-07-01,2019-08-01,0.14735552668571472,0.15454547107219696,0.15063599306308564,0.001334941524766181,65536,36854,NUTS_NL_01m_2024.shp,NL11,2019,July,7
2019-08-01,2019-09-01,0.12423206120729446,0.12899285554885864,0.12621494477615852,0.0008348626984848376,65536,36854,NUTS_NL_01m_2024.shp,NL11,2019,August,8
2019-09-01,2019-10-01,0.12447057664394379,0.12847352027893066,0.12651289069526211,0.0008386378245901865,65536,36854,NUTS_NL_01m_2024.shp,NL11,2019,September,9
2019-10-01,2019-11-01,0.13136950135231018,0.1363978236913681,0.13390236768577257,0.0008663867041363772,65536,36854,NUTS_NL_01m_2024.shp,NL11,2019,October,10
2019-11-01,2019-12-01,0.10992687940597534,0.11529336124658585,0.11268755899659544,0.0009259998189018492,65536,36854,NUTS_NL_01m_2024.shp,NL11,2019,November,11
2019-12-01,2020-01-01,0.13408778607845306,0.14056797325611115,0.1372918531892982,0.0011425212674452294,65536,36854,NUTS_NL_01m_2024.shp,NL11,2019,December,12
2020-01-01,2020-02-01,0.12577751278877258,0.12990409135818481,0.1279288822221717,0.0008446207573023339,65536,36854,NUTS_NL_01m_2024.shp,NL11,2020,January,1
2020-02-01,2020-03-01,0.178721085190773,0.18768350780010223,0.18344121201283461,0.0016285155522404418,65536,36854,NUTS_NL_01m_2024.shp,NL11,2020,February,2
2020-03-01,2020-04-01,0.14947597682476044,0.15476101636886597,0.15194220241549047,0.0009522960878629558,65536,36854,NUTS_NL_01m_2024.shp,NL11,2020,March,3
2020-04-01,2020-05-01,0.17621181905269623,0.18338742852210999,0.18085687767645925,0.0013992599282580908,65536,36854,NUTS_NL_01m_2024.shp,NL11,2020,April,4
2020-05-01,2020-06-01,0.14641007781028748,0.15045267343521118,0.14793541466640728,0.0008809771891283073,65536,36854,NUTS_NL_01m_2024.shp,NL11,2020,May,5
