interval_from,interval_to,hcho_B0_min,hcho_B0_max,hcho_B0_mean,hcho_B0_stDev,hcho_B0_sampleCount,hcho_B0_noDataCount,shapefile,NUTS_ID,year,month,month_num
2018-05-01,2018-06-01,1.1314253924865625e-06,0.0002463346754666418,0.0001202470653901984,6.580821639486678e-05,65536,29637,NUTS_NL_01m_2024.shp,NL414,2018,May,5
2018-06-01,2018-07-01,-0.00017615743854548782,0.0004471512802410871,0.00017783765968090457,0.00010764378770870854,65536,26941,NUTS_NL_01m_2024.shp,NL414,2018,June,6
2018-07-01,2018-08-01,-0.00011236401769565418,0.0005714987055398524,0.00010528104421282574,9.981085875257516e-05,65536,38220,NUTS_NL_01m_2024.shp,NL414,2018,July,7
2018-08-01,2018-09-01,-0.00010595455387374386,0.0002542571455705911,4.0767312081263987e-05,7.419018760219031e-05,65536,28523,NUTS_NL_01m_2024.shp,NL414,2018,August,8
2018-09-01,2018-10-01,-0.00010581202514003962,0.00030674770823679864,9.787826885777186e-05,0.0001270348142975154,65536,54871,NUTS_NL_01m_2024.shp,NL414,2018,September,9
2018-10-01,2018-11-01,-0.0002745180972851813,0.00042355607729405165,2.126311995383844e-05,0.00013985774642907413,65536,26941,NUTS_NL_01m_2024.shp,NL414,2018,October,10
2019-03-01,2019-04-01,-0.00013378284347709268,0.00012946996139362454,2.8730394913163888e-05,6.072219224445768e-05,65536,26941,NUTS_NL_01m_2024.shp,NL414,2019,March,3
2019-04-01,2019-05-01,-0.00018764911510515958,0.00024591758847236633,3.8615185567189126e-05,7.33296309423013e-05,65536,54558,NUTS_NL_01m_2024.shp,NL414,2019,April,4
2019-06-01,2019-07-01,-5.057318776380271e-05,0.00019294163212180138,7.81156086799525e-05,6.477422468872627e-05,65536,40907,NUTS_NL_01m_2024.shp,NL414,2019,June,6
2019-07-01,2019-08-01,-0.00011448912118794397,4.7710367653053254e-05,-5.477106153694261e-06,6.336437267736302e-05,65536,59184,NUTS_NL_01m_2024.shp,NL414,2019,July,7
2019-08-01,2019-09-01,-0.0001720952132018283,0.00046259432565420866,0.0001562965413149599,0.00012905716900983292,65536,26941,NUTS_NL_01m_2024.shp,NL414,2019,August,8
2019-09-01,2019-10-01,-0.00026531677576713264,0.00038401485653594136,6.860106736555637e-05,0.0001451438613551366,65536,31418,NUTS_NL_01m_2024.shp,NL414,2019,September,9
2019-10-01,2019-11-01,-0.00035028636921197176,0.0004896006430499256,4.86065469222942e-05,0.00014196990342838615,65536,26941,NUTS_NL_01m_2024.shp,NL414,2019,October,10
2020-03-01,2020-04-01,-0.00027332641184329987,0.00031451674294658005,5.697445541230575e-05,0.0001334468799556518,65536,26941,NUTS_NL_01m_2024.shp,NL414,2020,March,3
2020-04-01,2020-05-01,-0.0001406273222528398,0.00028846770874224603,3.370236099642121e-05,0.00010985513682930276,65536,51240,NUTS_NL_01m_2024.shp,NL414,2020,April,4
2020-05-01,2020-06-01,-6.099162783357315e-05,0.00027533748652786016,9.573129370781799e-05,9.536279832707392e-05,65536,26941,NUTS_NL_01m_2024.shp,NL414,2020,May,5
2020-07-01,2020-08-01,-0.00016047331155277789,0.0005795465549454093,0.00020793255340648367,0.00014383369716062126,65536,26941,NUTS_NL_01m_2024.shp,NL414,2020,July,7
2020-08-01,2020-09-01,-5.260164471110329e-05,0.0001095614061341621,2.682822133937655e-05,6.969401439133e-05,65536,65095,NUTS_NL_01m_2024.shp,NL414,2020,August,8
2020-09-01,2020-10-01,-9.13454350666143e-05,0.0002546879113651812,2.230313250491835e-05,7.289089638645286e-05,65536,59953,NUTS_NL_01m_2024.shp,NL414,2020,September,9
2020-10-01,2020-11-01,-0.00032552145421504974,0.0005236750585027039,4.477362575104314e-05,0.00013382661206880919,65536,26941,NUTS_NL_01m_2024.shp,NL414,2020,October,10
2021-01-01,2021-02-01,-0.0002018153027165681,0.00019727963081095368,-3.884132482374481e-05,0.00012056268469225742,65536,49181,NUTS_NL_01m_2024.shp,NL414,2021,January,1
2021-02-01,2021-03-01,-0.00021136555005796254,0.0002849802258424461,2.6932088480639257e-05,0.00010999419163076019,65536,26941,NUTS_NL_01m_2024.shp,NL414,2021,February,2
2021-03-01,2021-04-01,-7.237448153318837e-05,0.0003100743633694947,8.562879877785206e-05,7.374202654193338e-05,65536,26941,NUTS_NL_01m_2024.shp,NL414,2021,March,3
2021-04-01,2021-05-01,-0.00010243308497592807,4.606388392858207e-05,4.326437302649776e-06,3.2387802194465206e-05,65536,62935,NUTS_NL_01m_2024.shp,NL414,2021,April,4
2021-05-01,2021-06-01,-0.00022593616449739784,0.0004448265244718641,9.533616226786536e-05,9.522992772563905e-05,65536,26941,NUTS_NL_01m_2024.shp,NL414,2021,May,5
2021-07-01,2021-08-01,-1.9511828213580884e-05,-1.9511828213580884e-05,-1.9511828213580884e-05,0.0,65536,65510,NUTS_NL_01m_2024.shp,NL414,2021,July,7
2021-08-01,2021-09-01,-0.00035663836752064526,0.0003874445683322847,4.793959100285741e-05,0.00011072466900058455,65536,29790,NUTS_NL_01m_2024.shp,NL414,2021,August,8
2021-10-01,2021-11-01,-0.00043867871863767505,0.00026354307192377746,-3.8388266223467166e-05,0.00018477976037836968,65536,42341,NUTS_NL_01m_2024.shp,NL414,2021,October,10
2022-02-01,2022-03-01,-0.0003859392018057406,0.0003990563564002514,5.156194270976336e-05,0.00013942399788054635,65536,26941,NUTS_NL_01m_2024.shp,NL414,2022,February,2
2022-05-01,2022-06-01,-2.5794930479605682e-05,0.00022211764007806778,4.640763509790999e-05,6.110974194455256e-05,65536,59843,NUTS_NL_01m_2024.shp,NL414,2022,May,5
2022-06-01,2022-07-01,-2.409198714303784e-05,0.0003323366690892726,9.106311207651807e-05,6.507875844949649e-05,65536,49939,NUTS_NL_01m_2024.shp,NL414,2022,June,6
2022-08-01,2022-09-01,-2.3223137759487145e-05,0.00022272068599704653,9.629760516721764e-05,6.247986439043627e-05,65536,51372,NUTS_NL_01m_2024.shp,NL414,2022,August,8
2022-09-01,2022-10-01,-0.00024197323364205658,0.0002983346348628402,5.440396602705564e-05,0.00011865257061045118,65536,26941,NUTS_NL_01m_2024.shp,NL414,2022,September,9
2022-10-01,2022-11-01,-0.00041746770148165524,0.0005232523544691503,0.00010859636543170894,0.00017867897514828744,65536,33501,NUTS_NL_01m_2024.shp,NL414,2022,October,10
2023-02-01,2023-03-01,-0.0002549914352130145,0.00020320549083407968,4.590450001465765e-06,0.00010572752813859656,65536,26941,NUTS_NL_01m_2024.shp,NL414,2023,February,2
2023-04-01,2023-05-01,-0.00017804124217946082,0.0002891001058742404,3.7085776966595935e-05,8.723478763063333e-05,65536,28144,NUTS_NL_01m_2024.shp,NL414,2023,April,4
2023-05-01,2023-06-01,-0.0001989361335290596,0.0003911209059879184,9.743949214789079e-05,0.00010169578747685629,65536,26941,NUTS_NL_01m_2024.shp,NL414,2023,May,5
2023-06-01,2023-07-01,4.917306068819016e-05,4.917306068819016e-05,4.917306068819016e-05,0.0,65536,65531,NUTS_NL_01m_2024.shp,NL414,2023,June,6
2023-08-01,2023-09-01,-0.00014835098409093916,0.0003442683373577893,1.9764700420414972e-05,0.00011144169341597445,65536,49390,NUTS_NL_01m_2024.shp,NL414,2023,August,8
2023-09-01,2023-10-01,-0.00013920009951107204,0.00028847946668975055,7.929420337210543e-05,0.0001065480275954911,65536,51560,NUTS_NL_01m_2024.shp,NL414,2023,September,9
2023-10-01,2023-11-01,-0.00010153103357879445,-0.00010153103357879445,-0.00010153103357879445,0.0,65536,64180,NUTS_NL_01m_2024.shp,NL414,2023,October,10
2024-03-01,2024-04-01,-7.169612945290282e-05,0.0002515483065508306,6.694373535086271e-05,0.00010662870345741581,65536,62468,NUTS_NL_01m_2024.shp,NL414,2024,March,3
2024-04-01,2024-05-01,-0.00023995598894543946,0.0003227131091989577,4.3544407440822877e-05,0.00010948197949986664,65536,30999,NUTS_NL_01m_2024.shp,NL414,2024,April,4
2024-08-01,2024-09-01,-0.00020168758055660874,0.0004431869019754231,0.000164518001514714,0.00011473621406749311,65536,26941,NUTS_NL_01m_2024.shp,NL414,2024,August,8
2018-05-01,2018-06-01,1.6896317902137525e-05,0.000237831671256572,0.00012248094438660395,6.620740907764085e-05,65536,33442,NUTS_NL_01m_2024.shp,NL415,2018,May,5
2018-06-01,2018-07-01,-6.220371142262593e-05,0.00040126420208252966,0.00015539661756900256,0.00010199242683791912,65536,33442,NUTS_NL_01m_2024.shp,NL415,2018,June,6
2018-07-01,2018-08-01,-6.125795334810391e-05,0.000498998211696744,8.109414510411548e-05,6.857658581933251e-05,65536,40564,NUTS_NL_01m_2024.shp,NL415,2018,July,7
2018-08-01,2018-09-01,-0.0001568613515701145,0.00012826868623960763,3.241160818956057e-06,7.197764293279982e-05,65536,46599,NUTS_NL_01m_2024.shp,NL415,2018,August,8
2018-09-01,2018-10-01,-0.000265535491053015,0.00030674770823679864,5.060184544044688e-05,0.00013094700005394626,65536,34223,NUTS_NL_01m_2024.shp,NL415,2018,September,9
2018-10-01,2018-11-01,-0.00026753911515697837,0.00043861099402420223,2.679031823690256e-05,0.00014873314499143082,65536,33442,NUTS_NL_01m_2024.shp,NL415,2018,October,10
2019-03-01,2019-04-01,-0.00011671688116621226,0.00016536617476958781,1.1802748534379221e-05,6.32115006617534e-05,65536,34000,NUTS_NL_01m_2024.shp,NL415,2019,March,3
2019-06-01,2019-07-01,-6.352857599267736e-05,3.3782316677388735e-06,-5.350869022692341e-05,1.1989112324352376e-05,65536,62631,NUTS_NL_01m_2024.shp,NL415,2019,June,6
2019-08-01,2019-09-01,-0.00018281795200891793,0.000418489973526448,0.00014000641515164651,0.00011886673844775827,65536,33442,NUTS_NL_01m_2024.shp,NL415,2019,August,8
2019-09-01,2019-10-01,-0.0001827688392950222,0.00032298878068104386,5.222416956426743e-05,0.00010835487567373689,65536,33442,NUTS_NL_01m_2024.shp,NL415,2019,September,9
2019-10-01,2019-11-01,-0.0002681150217540562,0.00031918141758069396,3.241078302231268e-05,0.0001340893076316234,65536,33442,NUTS_NL_01m_2024.shp,NL415,2019,October,10
2020-03-01,2020-04-01,-0.00020387886615935713,0.00035870616557076573,6.825929840802561e-05,0.0001385586867762144,65536,33442,NUTS_NL_01m_2024.shp,NL415,2020,March,3
2020-04-01,2020-05-01,-0.00028593456954695284,0.00017302027845289558,2.025614930528801e-06,9.123763813121838e-05,65536,57075,NUTS_NL_01m_2024.shp,NL415,2020,April,4
2020-05-01,2020-06-01,-0.0001534629554953426,0.0002456058282405138,3.897986718741196e-05,9.880546207196416e-05,65536,33442,NUTS_NL_01m_2024.shp,NL415,2020,May,5
2020-07-01,2020-08-01,-0.00016047331155277789,0.0005028860177844763,0.000151478371447539,0.00012153542559567419,65536,33442,NUTS_NL_01m_2024.shp,NL415,2020,July,7
2020-08-01,2020-09-01,-0.00010259991540806368,-1.3624496659758734e-06,-2.1231238240412252e-05,2.6439895905794774e-05,65536,64379,NUTS_NL_01m_2024.shp,NL415,2020,August,8
2020-10-01,2020-11-01,-0.00032552145421504974,0.00038635110831819475,4.822163769571714e-05,0.00016234476785052034,65536,33442,NUTS_NL_01m_2024.shp,NL415,2020,October,10
2021-01-01,2021-02-01,-0.00017800617206376046,0.00044622321729548275,7.183857466536985e-05,0.00014062991176287782,65536,35067,NUTS_NL_01m_2024.shp,NL415,2021,January,1
2021-02-01,2021-03-01,-0.0002633818658068776,0.00028728164033964276,4.59903923489279e-05,0.00013137599362249443,65536,33442,NUTS_NL_01m_2024.shp,NL415,2021,February,2
2021-03-01,2021-04-01,-8.144976891344413e-05,0.00023091431648936123,5.845822560877937e-05,6.512714836770758e-05,65536,33442,NUTS_NL_01m_2024.shp,NL415,2021,March,3
2021-04-01,2021-05-01,2.7870350095327012e-05,5.109733319841325e-05,3.01800360901717e-05,6.950711343518106e-06,65536,64822,NUTS_NL_01m_2024.shp,NL415,2021,April,4
2021-05-01,2021-06-01,-0.00010420870967209339,0.0005385178374126554,0.00012000475820076977,0.00013070636461901772,65536,33442,NUTS_NL_01m_2024.shp,NL415,2021,May,5
2021-07-01,2021-08-01,-0.00015855589299462736,0.00017411724547855556,2.8920082871514014e-05,8.134951518049085e-05,65536,51375,NUTS_NL_01m_2024.shp,NL415,2021,July,7
2021-08-01,2021-09-01,-0.00015169731341302395,0.0003042304888367653,4.0616432967964926e-05,9.143102323432915e-05,65536,38861,NUTS_NL_01m_2024.shp,NL415,2021,August,8
2022-02-01,2022-03-01,-0.00028180875233374536,0.00037328031612560153,7.244303423076194e-05,0.00015955954359258003,65536,33442,NUTS_NL_01m_2024.shp,NL415,2022,February,2
2022-05-01,2022-06-01,-3.4712491469690576e-05,0.0002897702215705067,0.00010488467057710955,0.00013133608534468197,65536,55909,NUTS_NL_01m_2024.shp,NL415,2022,May,5
2022-06-01,2022-07-01,8.620097105449531e-06,0.0002896922524087131,8.101701224229159e-05,5.437324314399e-05,65536,58101,NUTS_NL_01m_2024.shp,NL415,2022,June,6
2022-08-01,2022-09-01,-0.00015403715951833874,0.00043414084939286113,4.58078870103133e-05,0.00010409613356746701,65536,33442,NUTS_NL_01m_2024.shp,NL415,2022,August,8
2022-09-01,2022-10-01,-0.00025641988031566143,0.00029939785599708557,6.139743518916019e-05,0.00011059426635671512,65536,40279,NUTS_NL_01m_2024.shp,NL415,2022,September,9
2022-10-01,2022-11-01,-0.00040188769344240427,0.000311156123643741,-4.260153929308008e-06,0.0001946192869720489,65536,59945,NUTS_NL_01m_2024.shp,NL415,2022,October,10
2023-02-01,2023-03-01,-0.0002199488371843472,0.0002655929420143366,1.0505911834743096e-05,0.00010818348265372304,65536,33442,NUTS_NL_01m_2024.shp,NL415,2023,February,2
2023-04-01,2023-05-01,-0.00031159899663180113,0.0004041697538923472,3.59821934890298e-05,0.00012742332962537107,65536,33742,NUTS_NL_01m_2024.shp,NL415,2023,April,4
2023-05-01,2023-06-01,-0.0001989361335290596,0.0004144787963014096,0.00012664801547750484,0.00013064984466150756,65536,33442,NUTS_NL_01m_2024.shp,NL415,2023,May,5
2023-08-01,2023-09-01,-7.82347415224649e-05,0.00013992017193231732,1.1435872671769123e-05,7.879655850285948e-05,65536,61684,NUTS_NL_01m_2024.shp,NL415,2023,August,8
2023-09-01,2023-10-01,0.0001284154423046857,0.00044086272828280926,0.0002644949374799022,9.282954714131197e-05,65536,56760,NUTS_NL_01m_2024.shp,NL415,2023,September,9
2024-01-01,2024-02-01,9.269839938497171e-05,0.0002902474079746753,0.00021949522451653234,9.022828307084779e-05,65536,63947,NUTS_NL_01m_2024.shp,NL415,2024,January,1
2024-04-01,2024-05-01,-0.00022840718156658113,0.0002156342816306278,2.093440115580117e-05,0.000108875191531448,65536,42697,NUTS_NL_01m_2024.shp,NL415,2024,April,4
2024-06-01,2024-07-01,-7.638814713573083e-05,0.00016481024795211852,1.098500811069084e-05,5.350723094014269e-05,65536,58418,NUTS_NL_01m_2024.shp,NL415,2024,June,6
2024-08-01,2024-09-01,-0.00020168758055660874,0.0004406430234666914,0.0001638664030590004,0.00014157618214910307,65536,33442,NUTS_NL_01m_2024.shp,NL415,2024,August,8
2018-04-01,2018-05-01,0.0004371515824459493,0.0004371515824459493,0.0004371515824459493,0.0,65536,65523,NUTS_NL_01m_2024.shp,NL416,2018,April,4
2018-05-01,2018-06-01,5.610717926174402e-05,0.00035452365409582853,0.0001568761532255107,9.291487666603199e-05,65536,45334,NUTS_NL_01m_2024.shp,NL416,2018,May,5
2018-06-01,2018-07-01,-0.00016326153127010912,0.0004676198586821556,0.00016373142138144885,0.00014699138532081807,65536,26066,NUTS_NL_01m_2024.shp,NL416,2018,June,6
2018-07-01,2018-08-01,-5.370273720473051e-05,0.0002922115963883698,0.00011658334696981527,8.759244892231329e-05,65536,28967,NUTS_NL_01m_2024.shp,NL416,2018,July,7
2018-08-01,2018-09-01,-0.0001568613515701145,0.00011126593744847924,2.558231652029173e-05,8.14618412360428e-05,65536,50531,NUTS_NL_01m_2024.shp,NL416,2018,August,8
2018-09-01,2018-10-01,-0.00030108363716863096,0.00039739723433740437,2.667724939728071e-05,0.00016430509166722766,65536,43055,NUTS_NL_01m_2024.shp,NL416,2018,September,9
2018-10-01,2018-11-01,-0.0003562751808203757,0.00034655703348107636,1.3527656320758403e-05,0.00013750670033537427,65536,26066,NUTS_NL_01m_2024.shp,NL416,2018,October,10
2019-03-01,2019-04-01,-0.00011671688116621226,8.139802957884967e-05,2.4136212067564306e-06,4.999224190720234e-05,65536,26066,NUTS_NL_01m_2024.shp,NL416,2019,March,3
2019-04-01,2019-05-01,-4.936508048558608e-06,-4.936508048558608e-06,-4.936508048558608e-06,0.0,65536,65224,NUTS_NL_01m_2024.shp,NL416,2019,April,4
2019-06-01,2019-07-01,-5.057318776380271e-05,0.000378013908630237,0.00011526758940856809,9.92170788655651e-05,65536,41211,NUTS_NL_01m_2024.shp,NL416,2019,June,6
2019-08-01,2019-09-01,-0.00013456815213430673,0.0004486473626457155,0.00010849885369450462,0.00011901887056635679,65536,26066,NUTS_NL_01m_2024.shp,NL416,2019,August,8
2019-09-01,2019-10-01,-0.00026531677576713264,0.00020889576990157366,1.1683469508144036e-05,8.391911018681182e-05,65536,29709,NUTS_NL_01m_2024.shp,NL416,2019,September,9
2019-10-01,2019-11-01,-0.0003599831252358854,0.0003017910639755428,4.030059763979323e-05,0.0001361324126789356,65536,26066,NUTS_NL_01m_2024.shp,NL416,2019,October,10
2020-03-01,2020-04-01,-0.0004246337048243731,0.0003618461196310818,4.107756376204324e-05,0.00013569920681336944,65536,26066,NUTS_NL_01m_2024.shp,NL416,2020,March,3
2020-04-01,2020-05-01,-2.243879862362519e-05,8.658777369419113e-05,4.2687693690114634e-05,5.347016198739304e-05,65536,65084,NUTS_NL_01m_2024.shp,NL416,2020,April,4
2020-05-01,2020-06-01,-0.000128013503854163,0.00027533748652786016,9.289326281047485e-05,0.00010918790947455025,65536,26066,NUTS_NL_01m_2024.shp,NL416,2020,May,5
2020-07-01,2020-08-01,-0.00013647285231854767,0.0005183628527447581,0.00021093167322136933,0.00012648138416551788,65536,26066,NUTS_NL_01m_2024.shp,NL416,2020,July,7
2020-09-01,2020-10-01,-2.3493719709222205e-05,9.499522275291383e-05,2.9572293501662445e-05,4.3843690820058235e-05,65536,60018,NUTS_NL_01m_2024.shp,NL416,2020,September,9
2020-10-01,2020-11-01,-0.0003505938220769167,0.0004152772598899901,3.635845745990252e-05,0.00015448031930774222,65536,26066,NUTS_NL_01m_2024.shp,NL416,2020,October,10
2021-01-01,2021-02-01,-0.00016384368063881993,0.000272459932602942,6.51405005357939e-05,0.00011995339338681388,65536,53405,NUTS_NL_01m_2024.shp,NL416,2021,January,1
2021-02-01,2021-03-01,-0.00014699279563501477,0.0003177453763782978,4.78099661670241e-05,0.00010489244940024575,65536,26066,NUTS_NL_01m_2024.shp,NL416,2021,February,2
2021-03-01,2021-04-01,-9.773013880476356e-05,0.0003100743633694947,6.692355736023564e-05,8.238033857227179e-05,65536,26066,NUTS_NL_01m_2024.shp,NL416,2021,March,3
2021-05-01,2021-06-01,-0.00018408762116450816,0.000388997868867591,8.336089622225711e-05,0.00011257564673525588,65536,26066,NUTS_NL_01m_2024.shp,NL416,2021,May,5
2021-07-01,2021-08-01,-0.00015855589299462736,0.00012560735922306776,1.584200649918711e-05,6.968633013044891e-05,65536,54885,NUTS_NL_01m_2024.shp,NL416,2021,July,7
2021-08-01,2021-09-01,-0.000250412558671087,0.00035799163742922246,5.7374494440684627e-05,0.00011541919725817849,65536,26646,NUTS_NL_01m_2024.shp,NL416,2021,August,8
2022-02-01,2022-03-01,-0.00042457625386305153,0.000359217228833586,8.074394269082431e-05,0.00014090381113775947,65536,26066,NUTS_NL_01m_2024.shp,NL416,2022,February,2
2022-06-01,2022-07-01,-4.564143091556616e-05,0.00045142995077185333,0.00013171122792324252,0.00012688999809175162,65536,57115,NUTS_NL_01m_2024.shp,NL416,2022,June,6
2022-08-01,2022-09-01,-7.370267121586949e-05,0.00019232551858294755,4.68375703021287e-05,6.240409251402051e-05,65536,26379,NUTS_NL_01m_2024.shp,NL416,2022,August,8
2022-09-01,2022-10-01,-0.00012829383194912225,0.00048155244439840317,7.924364266305561e-05,0.0001151234162289829,65536,26080,NUTS_NL_01m_2024.shp,NL416,2022,September,9
2022-10-01,2022-11-01,-0.0003446463088039309,0.0005731958081014454,8.510181438377644e-05,0.00017763746444593556,65536,32417,NUTS_NL_01m_2024.shp,NL416,2022,October,10
2023-02-01,2023-03-01,-0.00022384575277101249,0.00022986260592006147,1.1558019422178216e-05,0.0001072916765725634,65536,26066,NUTS_NL_01m_2024.shp,NL416,2023,February,2
2023-04-01,2023-05-01,-0.00010526871483307332,0.0004041697538923472,4.806590646075433e-05,8.389169235023354e-05,65536,27869,NUTS_NL_01m_2024.shp,NL416,2023,April,4
2023-05-01,2023-06-01,-0.00014733972784597427,0.0004704297462012619,9.648321672503251e-05,0.00013968745566024542,65536,26066,NUTS_NL_01m_2024.shp,NL416,2023,May,5
2023-08-01,2023-09-01,-0.00019104580860584974,0.0002232631522929296,4.3379327796066684e-05,0.00010210998582086839,65536,50674,NUTS_NL_01m_2024.shp,NL416,2023,August,8
2023-09-01,2023-10-01,-0.00011133752559544519,0.0005450093885883689,0.0001723542854898647,0.00017966726805133417,65536,31767,NUTS_NL_01m_2024.shp,NL416,2023,September,9
2024-03-01,2024-04-01,-0.0003343164862599224,6.18382400716655e-05,-6.85382903239688e-05,0.0001578828353849859,65536,64700,NUTS_NL_01m_2024.shp,NL416,2024,March,3
2024-04-01,2024-05-01,-0.00018066861957777292,0.00035948643926531076,5.070383412163391e-05,0.00011297265705066406,65536,31013,NUTS_NL_01m_2024.shp,NL416,2024,April,4
2024-06-01,2024-07-01,-5.2533214329741895e-05,0.00014121591811999679,4.866720852548823e-05,5.732135535013395e-05,65536,61964,NUTS_NL_01m_2024.shp,NL416,2024,June,6
