interval_from,interval_to,hcho_B0_min,hcho_B0_max,hcho_B0_mean,hcho_B0_stDev,hcho_B0_sampleCount,hcho_B0_noDataCount,shapefile,NUTS_ID,year,month,month_num
2024-01-01,2024-02-01,-0.00022700920817442238,4.249854828231037e-05,-0.00018080787849612532,0.00010157289915559663,65536,65396,NUTS_NL_01m_2024.shp,NL366,2024,January,1
2024-03-01,2024-04-01,-0.00011803724919445813,0.00018919177819043398,1.0272914226321667e-05,0.00012486426175803707,65536,63875,NUTS_NL_01m_2024.shp,NL366,2024,March,3
2024-04-01,2024-05-01,-0.00010889187251450494,0.00019570633594412357,6.516823055021235e-05,9.469020570559889e-05,65536,52918,NUTS_NL_01m_2024.shp,NL366,2024,April,4
2024-06-01,2024-07-01,-9.589370165485889e-05,0.00016070461424533278,2.7675503790396162e-06,8.354251035106815e-05,65536,61925,NUTS_NL_01m_2024.shp,NL366,2024,June,6
2024-07-01,2024-08-01,-0.00011582470324356109,0.00041826118831522763,0.0002185286142552657,0.00015285279627750442,65536,62702,NUTS_NL_01m_2024.shp,NL366,2024,July,7
2024-08-01,2024-09-01,-9.456259431317449e-05,0.00041104728006757796,0.00012851762442904984,8.136631682800623e-05,65536,29181,NUTS_NL_01m_2024.shp,NL366,2024,August,8
2018-04-01,2018-05-01,0.00014111334166955203,0.0006092285038903356,0.00035353692319186914,0.00015092490199985166,65536,64071,NUTS_NL_01m_2024.shp,NL4,2018,April,4
2018-05-01,2018-06-01,-9.971015970222652e-05,0.00035452365409582853,0.00012235880785548627,7.270764872253697e-05,65536,42926,NUTS_NL_01m_2024.shp,NL4,2018,May,5
2018-06-01,2018-07-01,-0.00019079243065789342,0.0004712915688287467,0.00017008626251120126,0.00012160395647797187,65536,36624,NUTS_NL_01m_2024.shp,NL4,2018,June,6
2018-07-01,2018-08-01,-0.0001493146555731073,0.0005714987055398524,0.00010925448284402149,0.00010148649231084694,65536,39885,NUTS_NL_01m_2024.shp,NL4,2018,July,7
2018-08-01,2018-09-01,-0.00016594093176536262,0.0002542571455705911,3.539344867699124e-05,8.294459704448778e-05,65536,47535,NUTS_NL_01m_2024.shp,NL4,2018,August,8
2018-09-01,2018-10-01,-0.00030108363716863096,0.00039739723433740437,4.4125922441408714e-05,0.00012958565334089968,65536,51835,NUTS_NL_01m_2024.shp,NL4,2018,September,9
2018-10-01,2018-11-01,-0.0003562751808203757,0.00043861099402420223,2.6538161369753344e-05,0.00015152614946172972,65536,42391,NUTS_NL_01m_2024.shp,NL4,2018,October,10
2019-02-01,2019-03-01,-8.999938290799037e-05,0.00017013961041811854,4.851308458019461e-05,7.177472779432998e-05,65536,64827,NUTS_NL_01m_2024.shp,NL4,2019,February,2
2019-03-01,2019-04-01,-0.00013378284347709268,0.00018356021610088646,2.0953831571025026e-05,6.170032392047017e-05,65536,40641,NUTS_NL_01m_2024.shp,NL4,2019,March,3
2019-04-01,2019-05-01,-0.0002125654136762023,0.00033790001180022955,5.0104630023284024e-05,0.00010173845356131168,65536,55739,NUTS_NL_01m_2024.shp,NL4,2019,April,4
2019-05-01,2019-06-01,-0.00021591849508695304,0.00016801133460830897,1.695378619735815e-05,3.568518287016576e-05,65536,65281,NUTS_NL_01m_2024.shp,NL4,2019,May,5
2019-06-01,2019-07-01,-0.00020463675900828093,0.000495443120598793,0.0001201787162882324,9.592336517908814e-05,65536,45583,NUTS_NL_01m_2024.shp,NL4,2019,June,6
2019-07-01,2019-08-01,-0.00011448912118794397,4.7710367653053254e-05,2.5404515060798097e-06,6.200574605546044e-05,65536,64340,NUTS_NL_01m_2024.shp,NL4,2019,July,7
2019-08-01,2019-09-01,-0.0003238108183722943,0.0005075697554275393,0.00015651566610575617,0.0001348819671780194,65536,36624,NUTS_NL_01m_2024.shp,NL4,2019,August,8
2019-09-01,2019-10-01,-0.0003881739394273609,0.00038401485653594136,4.6760033222318715e-05,0.00012421486377598706,65536,42913,NUTS_NL_01m_2024.shp,NL4,2019,September,9
2019-10-01,2019-11-01,-0.00038037754711695015,0.0004896006430499256,4.771595915730107e-05,0.00015646182932595773,65536,36624,NUTS_NL_01m_2024.shp,NL4,2019,October,10
2019-11-01,2019-12-01,-0.0003133380669169128,-0.0003133380669169128,-0.0003133380669169128,0.0,65536,65533,NUTS_NL_01m_2024.shp,NL4,2019,November,11
2020-01-01,2020-02-01,-9.8956617875956e-05,0.0002239324094261974,2.0154042022639248e-05,0.0001192638352698723,65536,65017,NUTS_NL_01m_2024.shp,NL4,2020,January,1
2020-03-01,2020-04-01,-0.0004246337048243731,0.000378944183466956,4.609809899576498e-05,0.0001297908881918193,65536,36624,NUTS_NL_01m_2024.shp,NL4,2020,March,3
2020-04-01,2020-05-01,-0.00028593456954695284,0.00028846770874224603,1.1253760960368628e-05,9.752761518441322e-05,65536,57749,NUTS_NL_01m_2024.shp,NL4,2020,April,4
2020-05-01,2020-06-01,-0.0001534629554953426,0.0003360670816618949,8.425962189570695e-05,0.00010360893716297822,65536,36624,NUTS_NL_01m_2024.shp,NL4,2020,May,5
2020-06-01,2020-07-01,-4.5816752390237525e-05,4.6966317313490435e-05,-8.475879763459988e-07,3.488924034445316e-05,65536,65311,NUTS_NL_01m_2024.shp,NL4,2020,June,6
2020-07-01,2020-08-01,-0.0002479763643350452,0.0005795465549454093,0.00018905848154878973,0.0001461981277104934,65536,36624,NUTS_NL_01m_2024.shp,NL4,2020,July,7
2020-08-01,2020-09-01,-0.00010259991540806368,0.0001388403179589659,1.8767418484088777e-05,5.626594411412135e-05,65536,63569,NUTS_NL_01m_2024.shp,NL4,2020,August,8
2020-09-01,2020-10-01,-0.00020968238823115826,0.00027186007355339825,4.5937595980147236e-05,0.00011281408879012543,65536,62918,NUTS_NL_01m_2024.shp,NL4,2020,September,9
2020-10-01,2020-11-01,-0.0003505938220769167,0.0005868687876500189,5.042680100678615e-05,0.0001526242381688175,65536,36715,NUTS_NL_01m_2024.shp,NL4,2020,October,10
2021-01-01,2021-02-01,-0.0002018153027165681,0.00044622321729548275,5.29205888313858e-05,0.00014591750996917422,65536,51893,NUTS_NL_01m_2024.shp,NL4,2021,January,1
2021-02-01,2021-03-01,-0.00027280309586785734,0.00036887265741825104,4.8946822588958594e-05,0.00012709677253931197,65536,36624,NUTS_NL_01m_2024.shp,NL4,2021,February,2
2021-03-01,2021-04-01,-0.0002007474540732801,0.0003220540820620954,6.783261120680982e-05,8.100949728071279e-05,65536,36624,NUTS_NL_01m_2024.shp,NL4,2021,March,3
2021-04-01,2021-05-01,-0.0001780557504389435,0.00015909313515294343,3.160604279586718e-06,7.615519640376332e-05,65536,63489,NUTS_NL_01m_2024.shp,NL4,2021,April,4
2021-05-01,2021-06-01,-0.0002562912704888731,0.0005385178374126554,8.775172299059454e-05,0.00011273813812947187,65536,36800,NUTS_NL_01m_2024.shp,NL4,2021,May,5
2021-07-01,2021-08-01,-0.0001645601005293429,0.0002553212980274111,3.629238917693535e-05,7.772129933468631e-05,65536,57007,NUTS_NL_01m_2024.shp,NL4,2021,July,7
2021-08-01,2021-09-01,-0.00035663836752064526,0.0003874445683322847,5.909177410289057e-05,0.00010643025814367757,65536,41996,NUTS_NL_01m_2024.shp,NL4,2021,August,8
2021-09-01,2021-10-01,3.219847349100746e-05,3.219847349100746e-05,3.219847349100746e-05,0.0,65536,65521,NUTS_NL_01m_2024.shp,NL4,2021,September,9
2021-10-01,2021-11-01,-0.0004920777282677591,0.00048391043674200773,2.6726455803372765e-05,0.00022569659071226575,65536,55476,NUTS_NL_01m_2024.shp,NL4,2021,October,10
2022-02-01,2022-03-01,-0.00042457625386305153,0.0005005149287171662,6.475744314656193e-05,0.0001481593273258503,65536,36624,NUTS_NL_01m_2024.shp,NL4,2022,February,2
2022-05-01,2022-06-01,-0.00011734035797417164,0.0002897702215705067,5.202214888990016e-05,8.696632376553372e-05,65536,57578,NUTS_NL_01m_2024.shp,NL4,2022,May,5
2022-06-01,2022-07-01,-0.00014106009621173143,0.00045142995077185333,0.00014007240922579603,0.00010282380371482432,65536,53244,NUTS_NL_01m_2024.shp,NL4,2022,June,6
2022-08-01,2022-09-01,-0.00018068660574499518,0.00043414084939286113,6.250293315412383e-05,8.43604058747428e-05,65536,45479,NUTS_NL_01m_2024.shp,NL4,2022,August,8
2022-09-01,2022-10-01,-0.00025641988031566143,0.00048155244439840317,6.234043114867601e-05,0.00011786881145122432,65536,38679,NUTS_NL_01m_2024.shp,NL4,2022,September,9
2022-10-01,2022-11-01,-0.0006109690293669701,0.0005731958081014454,8.510266221643998e-05,0.00019002270868273525,65536,51977,NUTS_NL_01m_2024.shp,NL4,2022,October,10
2023-02-01,2023-03-01,-0.0002795170003082603,0.0002745164092630148,7.844242782155809e-06,0.00010484228951801249,65536,36624,NUTS_NL_01m_2024.shp,NL4,2023,February,2
2023-04-01,2023-05-01,-0.00031159899663180113,0.00041695378604345024,5.806671626117079e-05,0.00011015000427285778,65536,38308,NUTS_NL_01m_2024.shp,NL4,2023,April,4
2023-05-01,2023-06-01,-0.0003589911793824285,0.0004704297462012619,0.00011287499272883755,0.00012881284221220795,65536,36624,NUTS_NL_01m_2024.shp,NL4,2023,May,5
2023-06-01,2023-07-01,4.917306068819016e-05,0.00030436847009696066,0.0001386633344273101,0.00010200024906243073,65536,65434,NUTS_NL_01m_2024.shp,NL4,2023,June,6
2023-08-01,2023-09-01,-0.00026640130090527236,0.0003446167102083564,5.262802618286833e-05,0.00011135615016663704,65536,52343,NUTS_NL_01m_2024.shp,NL4,2023,August,8
2023-09-01,2023-10-01,-0.0004852512793149799,0.0006308340816758573,0.00014547015695881205,0.0001812170561554977,65536,49636,NUTS_NL_01m_2024.shp,NL4,2023,September,9
2023-10-01,2023-11-01,-0.00012349913595244288,0.00022405888012144715,-2.005205451760262e-05,0.00011157544508999287,65536,64778,NUTS_NL_01m_2024.shp,NL4,2023,October,10
2024-01-01,2024-02-01,-0.00022700920817442238,0.0002902474079746753,4.835859995881377e-05,0.0001097661762158624,65536,63740,NUTS_NL_01m_2024.shp,NL4,2024,January,1
2024-03-01,2024-04-01,-0.0003343164862599224,0.0002599238941911608,3.608494213427652e-05,0.00012956871031537568,65536,63357,NUTS_NL_01m_2024.shp,NL4,2024,March,3
2024-04-01,2024-05-01,-0.00024592227418906987,0.0004078263882547617,4.6553367970657653e-05,0.0001199012134430702,65536,46989,NUTS_NL_01m_2024.shp,NL4,2024,April,4
2024-06-01,2024-07-01,-0.00013571187446359545,0.00016481024795211852,8.933756716874418e-06,5.6851454564656554e-05,65536,62722,NUTS_NL_01m_2024.shp,NL4,2024,June,6
2024-07-01,2024-08-01,0.0001856708258856088,0.0003356657980475575,0.0002351576850773639,4.548638781878241e-05,65536,65507,NUTS_NL_01m_2024.shp,NL4,2024,July,7
2024-08-01,2024-09-01,-0.00021103785547893494,0.0004892002907581627,0.0001619263636245548,0.00012329213144292281,65536,36624,NUTS_NL_01m_2024.shp,NL4,2024,August,8
2024-10-01,2024-11-01,-0.00035388144897297025,0.0003082944022025913,-2.121299594656964e-05,0.0001573437237874903,65536,63027,NUTS_NL_01m_2024.shp,NL4,2024,October,10
2018-04-01,2018-05-01,0.00014111334166955203,0.0005581013392657042,0.0001999583100638036,0.00010370380361407956,65536,64842,NUTS_NL_01m_2024.shp,NL41,2018,April,4
2018-05-01,2018-06-01,1.1314253924865625e-06,0.00035452365409582853,0.000129183181045602,7.690855234279953e-05,65536,32542,NUTS_NL_01m_2024.shp,NL41,2018,May,5
2018-06-01,2018-07-01,-0.00017615743854548782,0.0004676198586821556,0.00016773508839708037,0.00012084874799371596,65536,26649,NUTS_NL_01m_2024.shp,NL41,2018,June,6
2018-07-01,2018-08-01,-0.00011236401769565418,0.0005714987055398524,0.00010529482176491219,0.00010152513294596378,65536,32473,NUTS_NL_01m_2024.shp,NL41,2018,July,7
2018-08-01,2018-09-01,-0.0001568613515701145,0.0002542571455705911,3.29957914755071e-05,7.585827670249629e-05,65536,41233,NUTS_NL_01m_2024.shp,NL41,2018,August,8
2018-09-01,2018-10-01,-0.00030108363716863096,0.00039739723433740437,4.895310334956792e-05,0.00012933192253027496,65536,39973,NUTS_NL_01m_2024.shp,NL41,2018,September,9
2018-10-01,2018-11-01,-0.0003562751808203757,0.00043861099402420223,2.3507467520956828e-05,0.0001497443367487772,65536,26946,NUTS_NL_01m_2024.shp,NL41,2018,October,10
2019-02-01,2019-03-01,-8.999938290799037e-05,0.00010620606190059334,3.2181579239004095e-05,5.878761611799853e-05,65536,64352,NUTS_NL_01m_2024.shp,NL41,2019,February,2
2019-03-01,2019-04-01,-0.00013378284347709268,0.00016536617476958781,1.3746247611002088e-05,5.9889988495174815e-05,65536,33192,NUTS_NL_01m_2024.shp,NL41,2019,March,3
2019-04-01,2019-05-01,-0.00018764911510515958,0.00024591758847236633,3.788791196237586e-05,7.309947323764162e-05,65536,62245,NUTS_NL_01m_2024.shp,NL41,2019,April,4
2019-06-01,2019-07-01,-6.352857599267736e-05,0.000495443120598793,9.881050342749992e-05,0.00010609198155308364,65536,43918,NUTS_NL_01m_2024.shp,NL41,2019,June,6
2019-07-01,2019-08-01,-0.00011448912118794397,4.7710367653053254e-05,-4.6854675146037015e-06,6.311667031367785e-05,65536,63734,NUTS_NL_01m_2024.shp,NL41,2019,July,7
2019-08-01,2019-09-01,-0.00018281795200891793,0.00046259432565420866,0.00014318787505760062,0.00012668141408687372,65536,26649,NUTS_NL_01m_2024.shp,NL41,2019,August,8
2019-09-01,2019-10-01,-0.00026531677576713264,0.00038401485653594136,5.0729645478506286e-05,0.00012316577992622967,65536,30288,NUTS_NL_01m_2024.shp,NL41,2019,September,9
2019-10-01,2019-11-01,-0.00038037754711695015,0.0004896006430499256,3.858944196367609e-05,0.00015417439673703304,65536,26649,NUTS_NL_01m_2024.shp,NL41,2019,October,10
2020-03-01,2020-04-01,-0.0004246337048243731,0.000378944183466956,5.717660353169605e-05,0.0001311895980180104,65536,26649,NUTS_NL_01m_2024.shp,NL41,2020,March,3
2020-04-01,2020-05-01,-0.00028593456954695284,0.00028846770874224603,1.4894836568425573e-05,9.630450378816391e-05,65536,52218,NUTS_NL_01m_2024.shp,NL41,2020,April,4
2020-05-01,2020-06-01,-0.0001534629554953426,0.00033349808654747903,8.784267618557798e-05,0.00010762860061974122,65536,26649,NUTS_NL_01m_2024.shp,NL41,2020,May,5
2020-07-01,2020-08-01,-0.00020301996846683323,0.0005795465549454093,0.00018775797049550277,0.00013781804611003078,65536,26649,NUTS_NL_01m_2024.shp,NL41,2020,July,7
2020-08-01,2020-09-01,-0.00010259991540806368,0.0001095614061341621,-1.060090194976933e-05,4.391935145089145e-05,65536,64943,NUTS_NL_01m_2024.shp,NL41,2020,August,8
2020-09-01,2020-10-01,-9.13454350666143e-05,0.0002546879113651812,2.6214926441438884e-05,6.15987738003965e-05,65536,62459,NUTS_NL_01m_2024.shp,NL41,2020,September,9
2020-10-01,2020-11-01,-0.0003505938220769167,0.0005236750585027039,4.1670777247985095e-05,0.00014813980452355166,65536,26815,NUTS_NL_01m_2024.shp,NL41,2020,October,10
2021-01-01,2021-02-01,-0.0002018153027165681,0.00044622321729548275,5.029617097511766e-05,0.0001486932352503341,65536,40555,NUTS_NL_01m_2024.shp,NL41,2021,January,1
2021-02-01,2021-03-01,-0.0002633818658068776,0.0003215801261831075,4.5491544727605256e-05,0.00012074475397964195,65536,26649,NUTS_NL_01m_2024.shp,NL41,2021,February,2
2021-03-01,2021-04-01,-0.0001398214662913233,0.0003220540820620954,7.098962270311635e-05,8.417600480572608e-05,65536,26649,NUTS_NL_01m_2024.shp,NL41,2021,March,3
2021-04-01,2021-05-01,-0.00010243308497592807,5.109733319841325e-05,1.4158739723794965e-05,3.3106119987738256e-05,65536,64460,NUTS_NL_01m_2024.shp,NL41,2021,April,4
2021-05-01,2021-06-01,-0.00022593616449739784,0.0005385178374126554,0.00010681885107516846,0.00011797650407958787,65536,26649,NUTS_NL_01m_2024.shp,NL41,2021,May,5
2021-07-01,2021-08-01,-0.00015855589299462736,0.00017411724547855556,2.7695050997774056e-05,6.710712048717019e-05,65536,52081,NUTS_NL_01m_2024.shp,NL41,2021,July,7
2021-08-01,2021-09-01,-0.00035663836752064526,0.0003874445683322847,5.539869715340994e-05,0.00010574102105875796,65536,28949,NUTS_NL_01m_2024.shp,NL41,2021,August,8
2021-09-01,2021-10-01,3.219847349100746e-05,3.219847349100746e-05,3.219847349100746e-05,0.0,65536,65508,NUTS_NL_01m_2024.shp,NL41,2021,September,9
2021-10-01,2021-11-01,-0.00043867871863767505,0.00026354307192377746,-3.655508677319854e-05,0.00018398024794164376,65536,58836,NUTS_NL_01m_2024.shp,NL41,2021,October,10
2022-02-01,2022-03-01,-0.00042457625386305153,0.0003990563564002514,6.64103053862923e-05,0.00014804793567201028,65536,26649,NUTS_NL_01m_2024.shp,NL41,2022,February,2
2022-05-01,2022-06-01,-0.000111992827442009,0.0002897702215705067,5.748169261378226e-05,8.994313503639667e-05,65536,55444,NUTS_NL_01m_2024.shp,NL41,2022,May,5
2022-06-01,2022-07-01,-4.564143091556616e-05,0.00045142995077185333,0.00010030167810642914,8.699796106359537e-05,65536,57073,NUTS_NL_01m_2024.shp,NL41,2022,June,6
2022-08-01,2022-09-01,-0.00015403715951833874,0.00043414084939286113,6.378065120169336e-05,8.392143921890468e-05,65536,33812,NUTS_NL_01m_2024.shp,NL41,2022,August,8
2022-09-01,2022-10-01,-0.00025641988031566143,0.00048155244439840317,6.468783633164925e-05,0.00011892198134892805,65536,30603,NUTS_NL_01m_2024.shp,NL41,2022,September,9
2022-10-01,2022-11-01,-0.00041746770148165524,0.0005731958081014454,9.14446926214988e-05,0.00017854716083570457,65536,43096,NUTS_NL_01m_2024.shp,NL41,2022,October,10
2023-02-01,2023-03-01,-0.0002549914352130145,0.0002655929420143366,1.0465357861030526e-05,0.00010838567461234136,65536,26649,NUTS_NL_01m_2024.shp,NL41,2023,February,2
2023-04-01,2023-05-01,-0.00031159899663180113,0.0004041697538923472,4.9964516102294085e-05,0.00010611247618244496,65536,28117,NUTS_NL_01m_2024.shp,NL41,2023,April,4
2023-05-01,2023-06-01,-0.0003589911793824285,0.0004704297462012619,0.00010877601991210306,0.00013000773244087433,65536,26649,NUTS_NL_01m_2024.shp,NL41,2023,May,5
2023-06-01,2023-07-01,4.917306068819016e-05,4.917306068819016e-05,4.917306068819016e-05,0.0,65536,65534,NUTS_NL_01m_2024.shp,NL41,2023,June,6
2023-08-01,2023-09-01,-0.00019104580860584974,0.0003446167102083564,5.237373131320501e-05,0.0001050295472634163,65536,50647,NUTS_NL_01m_2024.shp,NL41,2023,August,8
2023-09-01,2023-10-01,-0.00019072621944360435,0.0006308340816758573,0.0001671178900127677,0.0001798006105412558,65536,49112,NUTS_NL_01m_2024.shp,NL41,2023,September,9
2023-10-01,2023-11-01,-0.00010153103357879445,-0.00010153103357879445,-0.00010153103357879445,0.0,65536,65141,NUTS_NL_01m_2024.shp,NL41,2023,October,10
2024-01-01,2024-02-01,-0.00022700920817442238,0.0002902474079746753,4.798853241218795e-05,0.00010945683414231958,65536,62077,NUTS_NL_01m_2024.shp,NL41,2024,January,1
2024-03-01,2024-04-01,-0.0003343164862599224,0.0002515483065508306,3.864868696573408e-05,0.00013013976393513911,65536,64419,NUTS_NL_01m_2024.shp,NL41,2024,March,3
2024-04-01,2024-05-01,-0.00023995598894543946,0.00035948643926531076,4.139601948650341e-05,0.00011172280404995186,65536,41133,NUTS_NL_01m_2024.shp,NL41,2024,April,4
2024-06-01,2024-07-01,-0.00013571187446359545,0.00016481024795211852,8.886504805839756e-06,5.687599986455194e-05,65536,60123,NUTS_NL_01m_2024.shp,NL41,2024,June,6
2024-07-01,2024-08-01,0.0001856708258856088,0.0003356657980475575,0.00022738752239901162,4.066892242480986e-05,65536,65491,NUTS_NL_01m_2024.shp,NL41,2024,July,7
2024-08-01,2024-09-01,-0.00020168758055660874,0.0004892002907581627,0.0001599322590263919,0.00011748392490064731,65536,26649,NUTS_NL_01m_2024.shp,NL41,2024,August,8
2018-05-01,2018-06-01,1.6896317902137525e-05,0.00034469307865947485,0.0001287118172187768,8.168159451072582e-05,65536,28565,NUTS_NL_01m_2024.shp,NL411,2018,May,5
2018-06-01,2018-07-01,-0.00019079243065789342,0.0004275114624761045,0.00016986059694062158,0.00011534449613070614,65536,28565,NUTS_NL_01m_2024.shp,NL411,2018,June,6
2018-07-01,2018-08-01,-0.00010129604925168678,0.000498998211696744,0.00010803875877100436,0.00012660111279570244,65536,29399,NUTS_NL_01m_2024.shp,NL411,2018,July,7
2018-08-01,2018-09-01,-0.00012758851516991854,0.0002482136187609285,4.587482713899331e-05,7.103774598318773e-05,65536,45843,NUTS_NL_01m_2024.shp,NL411,2018,August,8
2018-09-01,2018-10-01,-0.0001259370328625664,0.00024310431035701185,4.548354755716494e-05,9.356091719909698e-05,65536,30432,NUTS_NL_01m_2024.shp,NL411,2018,September,9
2018-10-01,2018-11-01,-0.0003394831146579236,0.0003673743922263384,3.4549480607212655e-05,0.0001709173451413671,65536,29605,NUTS_NL_01m_2024.shp,NL411,2018,October,10
2019-02-01,2019-03-01,-8.999938290799037e-05,0.00010620606190059334,3.299940014715974e-05,5.895632438515408e-05,65536,61202,NUTS_NL_01m_2024.shp,NL411,2019,February,2
2019-03-01,2019-04-01,-9.774239879334345e-05,0.00014129850023891777,1.9143956427102675e-06,6.643366155394556e-05,65536,52288,NUTS_NL_01m_2024.shp,NL411,2019,March,3
2019-06-01,2019-07-01,-4.86024291603826e-05,0.000495443120598793,0.0001176757362447635,0.00013136374086437138,65536,38226,NUTS_NL_01m_2024.shp,NL411,2019,June,6
2019-08-01,2019-09-01,-0.00014177514822222292,0.0004364452906884253,0.00016660662879056085,0.00012938801070041012,65536,28565,NUTS_NL_01m_2024.shp,NL411,2019,August,8
2019-09-01,2019-10-01,-0.00015980117314029485,0.0003240594232920557,7.159716420413741e-05,0.0001343525491207858,65536,33331,NUTS_NL_01m_2024.shp,NL411,2019,September,9
2019-10-01,2019-11-01,-0.00038037754711695015,0.000423633202444762,3.090969783167544e-05,0.00019154207396754992,65536,28565,NUTS_NL_01m_2024.shp,NL411,2019,October,10
2020-03-01,2020-04-01,-0.00015584124776069075,0.000378944183466956,6.608603538262664e-05,0.00011495278452074936,65536,28565,NUTS_NL_01m_2024.shp,NL411,2020,March,3
2020-04-01,2020-05-01,-0.00028593456954695284,0.0002010399621212855,6.390256964472661e-06,8.770177598618435e-05,65536,39588,NUTS_NL_01m_2024.shp,NL411,2020,April,4
2020-05-01,2020-06-01,-0.00014111022755969316,0.00033349808654747903,0.00011045425034184142,0.00011436403322966294,65536,28565,NUTS_NL_01m_2024.shp,NL411,2020,May,5
2020-07-01,2020-08-01,-0.00020301996846683323,0.0005597179406322539,0.0001674476443169552,0.0001437997467490677,65536,28565,NUTS_NL_01m_2024.shp,NL411,2020,July,7
2020-08-01,2020-09-01,-3.363787618582137e-05,-1.3624496659758734e-06,-2.187433257266717e-05,1.5533590349973027e-05,65536,64776,NUTS_NL_01m_2024.shp,NL411,2020,August,8
2020-10-01,2020-11-01,-0.00031749100890010595,0.0003860971482936293,3.708405358759843e-05,0.0001447006161652909,65536,29147,NUTS_NL_01m_2024.shp,NL411,2020,October,10
2021-01-01,2021-02-01,-0.00019564757531043142,0.00044622321729548275,7.181759909190469e-05,0.0001592360087238696,65536,28565,NUTS_NL_01m_2024.shp,NL411,2021,January,1
2021-02-01,2021-03-01,-0.000234550578170456,0.0002807570272125304,6.275887602600694e-05,0.00013518770068342786,65536,28565,NUTS_NL_01m_2024.shp,NL411,2021,February,2
2021-03-01,2021-04-01,-0.0001398214662913233,0.0003220540820620954,6.796626777625942e-05,0.00010419588699148265,65536,28565,NUTS_NL_01m_2024.shp,NL411,2021,March,3
2021-04-01,2021-05-01,2.7870350095327012e-05,5.109733319841325e-05,4.911550870156288e-05,6.488773055463533e-06,65536,64950,NUTS_NL_01m_2024.shp,NL411,2021,April,4
2021-05-01,2021-06-01,-0.00017285427020397037,0.0004195616638753563,0.00013365335905935326,0.00012807420504563105,65536,28565,NUTS_NL_01m_2024.shp,NL411,2021,May,5
2021-07-01,2021-08-01,-0.00010133918840438128,0.00014073240163270384,3.1053924985740064e-05,5.865697901793245e-05,65536,37853,NUTS_NL_01m_2024.shp,NL411,2021,July,7
2021-08-01,2021-09-01,-0.00020769510592799634,0.00036780055961571634,7.000502226529336e-05,9.65691997274626e-05,65536,28683,NUTS_NL_01m_2024.shp,NL411,2021,August,8
2021-09-01,2021-10-01,3.219847349100746e-05,3.219847349100746e-05,3.219847349100746e-05,0.0,65536,65455,NUTS_NL_01m_2024.shp,NL411,2021,September,9
2022-02-01,2022-03-01,-0.00028180875233374536,0.0003813801158685237,6.284513061128694e-05,0.0001556427355890177,65536,28565,NUTS_NL_01m_2024.shp,NL411,2022,February,2
2022-05-01,2022-06-01,-0.000111992827442009,0.00014935519720893353,4.293932624648114e-05,6.985081592049336e-05,65536,42829,NUTS_NL_01m_2024.shp,NL411,2022,May,5
2022-06-01,2022-07-01,0.00014574508531950414,0.00014574508531950414,0.00014574508531950414,0.0,65536,65397,NUTS_NL_01m_2024.shp,NL411,2022,June,6
2022-08-01,2022-09-01,-0.00015403715951833874,0.00029210399952717125,8.147273426521675e-05,8.59270843751362e-05,65536,28565,NUTS_NL_01m_2024.shp,NL411,2022,August,8
2022-09-01,2022-10-01,-0.00025641988031566143,0.00041144838905893266,6.331204502785908e-05,0.00012830395457302378,65536,37466,NUTS_NL_01m_2024.shp,NL411,2022,September,9
2022-10-01,2022-11-01,-0.0002969130000565201,0.000311156123643741,0.00010050952649423702,0.0001560084917770564,65536,53543,NUTS_NL_01m_2024.shp,NL411,2022,October,10
2023-02-01,2023-03-01,-0.0002199488371843472,0.0002655929420143366,1.4331185751525981e-05,0.00011250121340744845,65536,28565,NUTS_NL_01m_2024.shp,NL411,2023,February,2
2023-04-01,2023-05-01,-0.00031159899663180113,0.000362763850716874,7.736771787586714e-05,0.0001221963239778657,65536,30660,NUTS_NL_01m_2024.shp,NL411,2023,April,4
2023-05-01,2023-06-01,-0.0003589911793824285,0.0004296933766454458,0.00012079265121899196,0.00014372752632316386,65536,28565,NUTS_NL_01m_2024.shp,NL411,2023,May,5
2023-08-01,2023-09-01,-9.32179027586244e-05,0.0003446167102083564,9.369976866435035e-05,9.012573504874313e-05,65536,45563,NUTS_NL_01m_2024.shp,NL411,2023,August,8
2023-09-01,2023-10-01,-0.00019072621944360435,0.0006308340816758573,0.00024162772826384686,0.00028426859548012724,65536,59911,NUTS_NL_01m_2024.shp,NL411,2023,September,9
2024-01-01,2024-02-01,-0.00022700920817442238,0.00027817723457701504,2.6645940456424792e-05,9.174755662265533e-05,65536,54225,NUTS_NL_01m_2024.shp,NL411,2024,January,1
2024-04-01,2024-05-01,0.00010860983456950635,0.00016348127974197268,0.00014774183888987045,2.4817652335073498e-05,65536,65156,NUTS_NL_01m_2024.shp,NL411,2024,April,4
2024-06-01,2024-07-01,-0.00013571187446359545,9.354201756650582e-05,-5.445062448650215e-06,5.152185493247024e-05,65536,55038,NUTS_NL_01m_2024.shp,NL411,2024,June,6
2024-07-01,2024-08-01,0.0001856708258856088,0.0001856708258856088,0.0001856708258856088,0.0,65536,65483,NUTS_NL_01m_2024.shp,NL411,2024,July,7
2024-08-01,2024-09-01,-9.456259431317449e-05,0.00041104728006757796,0.0001549978590598402,0.00010276071595281355,65536,28565,NUTS_NL_01m_2024.shp,NL411,2024,August,8
2018-04-01,2018-05-01,0.00014111334166955203,0.0005581013392657042,0.00019325764309449512,9.47483549018918e-05,65536,63199,NUTS_NL_01m_2024.shp,NL414,2018,April,4
