,SUBID,Downstream_SUBID
113,9556558.0,9556624.0
114,9556562.0,9556455.0
115,9556569.0,9556500.0
116,9556584.0,9556486.0
117,9556586.0,9556379.0
118,9556594.0,9500463.0
119,9556596.0,9500198.0
120,9556604.0,9556528.0
121,9556608.0,9556537.0
122,9556610.0,9556624.0
123,9556631.0,9500463.0
124,9556646.0,9556613.0
125,9556649.0,9556358.0
126,9556654.0,9556715.0
127,9556664.0,9556498.0
128,9556669.0,9500198.0
129,9556684.0,9556706.0
130,9556688.0,9556465.0
131,9556694.0,9556500.0
132,9556708.0,9500198.0
133,9556713.0,9556733.0
134,9556728.0,9556570.0
135,9556740.0,9556313.0
136,9556741.0,9556657.0
137,9556754.0,9556436.0
138,9556864.0,9556592.0
139,9556955.0,9556592.0
140,9557004.0,9556667.0
141,9557101.0,9556436.0
142,9557108.0,9556436.0
143,9562826.0,9563024.0
144,9562842.0,9563090.0
145,9562851.0,9563310.0
146,9562856.0,9500476.0
147,9562860.0,9500476.0
148,9562871.0,9563148.0
149,9562897.0,9563270.0
150,9562901.0,9500476.0
151,9562902.0,9500476.0
152,9562904.0,9563310.0
153,9562908.0,9501270.0
154,9562917.0,9563276.0
155,9562934.0,9563264.0
156,9562943.0,9500476.0
157,9562945.0,9562845.0
158,9562950.0,9500476.0
159,9562986.0,9563207.0
160,9563001.0,9563045.0
161,9563019.0,9563238.0
162,9563025.0,9563000.0
163,9563040.0,9563290.0
164,9563046.0,9563270.0
165,9563049.0,9500476.0
166,9563065.0,9500917.0
167,9563071.0,9500476.0
168,9563075.0,9500177.0
169,9563101.0,9563142.0
170,9563111.0,9562884.0
171,9563122.0,9562858.0
172,9563123.0,9562818.0
173,9563126.0,9562818.0
174,9563146.0,9500476.0
175,9563158.0,9500476.0
176,9563162.0,9562884.0
177,9563167.0,9501415.0
178,9563180.0,9562898.0
179,9563192.0,9563056.0
180,9563210.0,9563179.0
181,9563216.0,9563179.0
182,9563218.0,9563024.0
183,9563221.0,9501218.0
184,9563225.0,9556531.0
185,9563239.0,9500476.0
186,9563244.0,9500476.0
187,9563266.0,9500177.0
188,9563272.0,9563339.0
189,9563280.0,9501218.0
190,9563288.0,9501415.0
191,9563300.0,9500476.0
192,9563302.0,9500476.0
193,9563307.0,9501415.0
194,9563321.0,9563282.0
195,9563326.0,9500476.0
196,9563332.0,9562915.0
197,9563334.0,9563149.0
198,9563345.0,9501415.0
199,9563354.0,9563211.0
202,9500042.0,9539347.0
203,9500083.0,9539539.0
204,9500088.0,9000992.0
205,9538511.0,9538808.0
206,9538528.0,9539347.0
207,9538562.0,9539203.0
208,9538683.0,9539583.0
209,9538720.0,9539347.0
210,9538738.0,9538888.0
212,9538829.0,9539274.0
213,9539020.0,9538909.0
214,9539109.0,9539347.0
215,9539142.0,9538888.0
216,9539147.0,9539583.0
217,9539288.0,9538529.0
218,9539314.0,9500024.0
219,9539385.0,9538756.0
220,9539454.0,9539274.0
221,9500098.0,9535530.0
222,9500131.0,9001250.0
223,9500137.0,9556573.0
224,9500145.0,9556573.0
225,9500179.0,9535378.0
226,9500191.0,9535378.0
227,9500212.0,9535378.0
228,9500466.0,9556465.0
229,9500470.0,9556465.0
230,9500649.0,9535195.0
231,9500652.0,9535195.0
232,9500704.0,9556394.0
233,9500872.0,9562939.0
234,9500877.0,9562939.0
235,9500902.0,9562939.0
236,9500904.0,9562939.0
237,9500914.0,9562939.0
238,9500916.0,9562939.0
239,9500938.0,9535662.0
240,9501257.0,9562888.0
241,9501431.0,9501270.0
242,9521760.0,9556660.0
243,9521852.0,9522096.0
244,9521868.0,9522092.0
245,9521943.0,9556660.0
246,9521989.0,9521957.0
247,9522105.0,9522092.0
248,9522125.0,9522096.0
249,9522154.0,9556537.0
250,9522258.0,9556660.0
251,9535199.0,9535755.0
252,9535200.0,9001250.0
253,9535206.0,9535662.0
254,9535211.0,9535195.0
255,9535222.0,9538536.0
256,9535226.0,9535662.0
257,9535229.0,9535272.0
258,9535237.0,9535268.0
259,9535266.0,9535530.0
260,9535267.0,9500177.0
261,9535271.0,9535478.0
262,9535273.0,9535195.0
263,9535278.0,9500640.0
264,9535280.0,9001250.0
265,9535295.0,9500177.0
266,9535354.0,9535378.0
267,9535370.0,9535662.0
268,9535382.0,9535195.0
269,9535398.0,9535662.0
270,9535483.0,9535478.0
271,9535491.0,9535478.0
272,9535498.0,9535378.0
273,9535532.0,9535378.0
274,9535579.0,9500640.0
275,9535626.0,9535508.0
276,9535640.0,9535272.0
277,9535678.0,9535755.0
278,9535729.0,9535855.0
279,9535769.0,9535593.0
280,9535800.0,9535378.0
281,9535836.0,9535855.0
282,9535841.0,9535378.0
283,9538647.0,9539612.0
284,9538690.0,9539388.0
285,9538724.0,9539388.0
286,9538862.0,9539388.0
287,9538902.0,9539047.0
288,9539029.0,9539047.0
289,9539032.0,9538536.0
290,9539162.0,9000134.0
291,9539229.0,9539047.0
292,9539393.0,9539047.0
293,9556306.0,9500132.0
294,9556308.0,9556573.0
295,9556345.0,9556706.0
296,9556360.0,9556446.0
297,9556371.0,9500372.0
298,9556390.0,9556358.0
299,9556397.0,9556573.0
300,9556402.0,9556683.0
301,9556413.0,9556573.0
302,9556427.0,9501220.0
303,9556439.0,9556735.0
304,9556449.0,9556372.0
305,9556463.0,9556369.0
306,9556478.0,9556446.0
307,9556479.0,9500132.0
308,9556480.0,9556455.0
309,9556483.0,9556342.0
310,9556492.0,9556733.0
311,9556512.0,9556369.0
312,9556534.0,9556307.0
313,9556545.0,9500372.0
314,9556546.0,9500202.0
315,9556558.0,9556575.0
316,9556562.0,9556570.0
317,9556569.0,9556717.0
318,9556584.0,9556703.0
319,9556586.0,9556706.0
320,9556594.0,9556465.0
321,9556596.0,9556683.0
322,9556604.0,9556475.0
323,9556608.0,9500463.0
324,9556610.0,9556575.0
325,9556631.0,9556465.0
326,9556646.0,9556379.0
327,9556649.0,9556691.0
328,9556654.0,9556421.0
329,9556664.0,9556342.0
330,9556669.0,9556683.0
331,9556684.0,9556590.0
332,9556688.0,9556501.0
333,9556694.0,9556717.0
334,9556708.0,9556683.0
335,9556713.0,9556738.0
336,9556728.0,9556576.0
337,9556740.0,9500132.0
338,9556741.0,9556520.0
339,9556754.0,9556667.0
340,9556864.0,9556372.0
341,9556955.0,9556372.0
342,9557004.0,9556539.0
343,9557101.0,9556667.0
344,9557108.0,9556667.0
345,9562826.0,9563207.0
346,9562842.0,9563314.0
347,9562851.0,9500476.0
348,9562856.0,9562939.0
349,9562860.0,9562939.0
350,9562871.0,9563179.0
351,9562897.0,9501415.0
352,9562901.0,9562939.0
353,9562902.0,9562939.0
354,9562904.0,9500476.0
355,9562908.0,9562835.0
356,9562917.0,9563273.0
357,9562934.0,9500476.0
358,9562943.0,9562939.0
359,9562945.0,9563045.0
360,9562950.0,9562939.0
361,9562986.0,9562915.0
362,9563001.0,9563331.0
363,9563019.0,9500197.0
364,9563025.0,9562898.0
365,9563040.0,9563291.0
366,9563046.0,9501415.0
367,9563049.0,9562939.0
368,9563065.0,9500476.0
369,9563071.0,9562939.0
370,9563075.0,9535378.0
371,9563101.0,9563161.0
372,9563111.0,9563148.0
373,9563122.0,9563264.0
374,9563123.0,9563069.0
375,9563126.0,9563069.0
376,9563146.0,9562939.0
377,9563158.0,9562939.0
378,9563162.0,9563148.0
379,9563167.0,9501270.0
380,9563180.0,9563024.0
381,9563192.0,9563339.0
382,9563210.0,9562867.0
383,9563216.0,9562867.0
384,9563218.0,9563207.0
385,9563221.0,9562888.0
386,9563225.0,9500579.0
387,9563239.0,9562939.0
388,9563244.0,9562939.0
389,9563266.0,9535378.0
390,9563272.0,9563149.0
391,9563280.0,9562888.0
392,9563288.0,9501270.0
393,9563300.0,9562939.0
394,9563302.0,9562939.0
395,9563307.0,9501270.0
396,9563321.0,9562845.0
397,9563326.0,9562939.0
398,9563332.0,9500779.0
399,9563334.0,9563000.0
400,9563345.0,9501270.0
401,9563354.0,9501415.0
404,9500042.0,9539173.0
405,9500083.0,9538756.0
406,9500088.0,9500024.0
407,9538511.0,9538909.0
408,9538528.0,9539173.0
409,9538562.0,9539274.0
410,9538683.0,9500024.0
411,9538720.0,9539173.0
412,9538738.0,9539173.0
414,9538829.0,9539350.0
415,9539020.0,9539203.0
416,9539109.0,9539173.0
417,9539142.0,9539173.0
418,9539147.0,9500024.0
419,9539288.0,9500074.0
420,9539314.0,9539347.0
421,9539385.0,9000132.0
422,9539454.0,9539350.0
423,9500098.0,9535272.0
424,9500131.0,9001249.0
425,9500137.0,9500463.0
426,9500145.0,9500463.0
427,9500179.0,9500931.0
428,9500191.0,9500931.0
429,9500212.0,9500931.0
430,9500466.0,9556501.0
431,9500470.0,9556501.0
432,9500649.0,9535755.0
433,9500652.0,9535755.0
434,9500704.0,9556489.0
435,9500872.0,9562866.0
436,9500877.0,9562866.0
437,9500902.0,9562866.0
438,9500904.0,9562866.0
439,9500914.0,9562866.0
440,9500916.0,9562866.0
441,9500938.0,9500193.0
442,9501257.0,9500917.0
443,9501431.0,9562835.0
444,9521760.0,9500132.0
445,9521852.0,9522092.0
446,9521868.0,9556343.0
447,9521943.0,9500132.0
448,9521989.0,9522092.0
449,9522105.0,9556343.0
450,9522125.0,9522092.0
451,9522154.0,9500463.0
452,9522258.0,9500132.0
453,9535199.0,9539414.0
454,9535200.0,9001249.0
455,9535206.0,9500193.0
456,9535211.0,9535755.0
457,9535222.0,9539388.0
458,9535226.0,9500193.0
459,9535229.0,9500119.0
460,9535237.0,9535195.0
461,9535266.0,9535272.0
462,9535267.0,9535378.0
463,9535271.0,9535662.0
464,9535273.0,9535755.0
465,9535278.0,9535195.0
466,9535280.0,9001249.0
467,9535295.0,9535378.0
468,9535354.0,9500931.0
469,9535370.0,9500193.0
470,9535382.0,9535755.0
471,9535398.0,9500193.0
472,9535483.0,9535662.0
473,9535491.0,9535662.0
474,9535498.0,9500931.0
475,9535532.0,9500931.0
476,9535579.0,9535195.0
477,9535626.0,9535593.0
478,9535640.0,9500119.0
479,9535678.0,9539414.0
480,9535729.0,9500177.0
481,9535769.0,9535755.0
482,9535800.0,9500931.0
483,9535836.0,9500177.0
484,9535841.0,9500931.0
485,9538647.0,9538536.0
486,9538690.0,9539047.0
487,9538724.0,9539047.0
488,9538862.0,9539047.0
489,9538902.0,9000134.0
490,9539029.0,9000134.0
491,9539032.0,9539388.0
493,9539229.0,9000134.0
494,9539393.0,9000134.0
495,9556306.0,9556573.0
496,9556308.0,9500463.0
497,9556345.0,9556590.0
498,9556360.0,9556650.0
499,9556371.0,9563276.0
500,9556390.0,9556691.0
501,9556397.0,9500463.0
502,9556402.0,9556544.0
503,9556413.0,9500463.0
504,9556427.0,9556554.0
505,9556439.0,9556487.0
506,9556449.0,9556657.0
507,9556463.0,9556332.0
508,9556478.0,9556650.0
509,9556479.0,9556573.0
510,9556480.0,9556570.0
511,9556483.0,9556426.0
512,9556492.0,9556738.0
513,9556512.0,9556332.0
514,9556534.0,9556358.0
515,9556545.0,9563276.0
516,9556546.0,9500198.0
517,9556558.0,9500372.0
518,9556562.0,9556576.0
519,9556569.0,9556733.0
520,9556584.0,9556567.0
521,9556586.0,9556590.0
522,9556594.0,9556501.0
523,9556596.0,9556544.0
524,9556604.0,9556692.0
525,9556608.0,9556465.0
526,9556610.0,9500372.0
527,9556631.0,9556501.0
528,9556646.0,9556706.0
529,9556649.0,9556362.0
530,9556654.0,9556561.0
531,9556664.0,9556426.0
532,9556669.0,9556544.0
533,9556684.0,9556542.0
534,9556688.0,9556735.0
535,9556694.0,9556733.0
536,9556708.0,9556544.0
537,9556713.0,9556528.0
538,9556728.0,9500372.0
539,9556740.0,9556573.0
540,9556741.0,9556421.0
541,9556754.0,9556539.0
542,9556864.0,9556657.0
543,9556955.0,9556657.0
544,9557004.0,9556307.0
545,9557101.0,9556539.0
546,9557108.0,9556539.0
547,9562826.0,9562915.0
548,9562842.0,9563290.0
549,9562851.0,9562939.0
550,9562856.0,9562866.0
551,9562860.0,9562866.0
552,9562871.0,9562867.0
553,9562897.0,9501270.0
554,9562901.0,9562866.0
555,9562902.0,9562866.0
556,9562904.0,9562939.0
557,9562908.0,9563090.0
558,9562917.0,9563282.0
559,9562934.0,9562939.0
560,9562943.0,9562866.0
561,9562945.0,9563331.0
562,9562950.0,9562866.0
563,9562986.0,9500779.0
564,9563001.0,9501218.0
565,9563019.0,9500177.0
566,9563025.0,9563024.0
567,9563040.0,9500476.0
568,9563046.0,9501270.0
569,9563049.0,9562866.0
570,9563065.0,9562939.0
571,9563071.0,9562866.0
572,9563075.0,9500931.0
573,9563101.0,9563314.0
574,9563111.0,9563179.0
575,9563122.0,9500476.0
576,9563123.0,9500476.0
577,9563126.0,9500476.0
578,9563146.0,9562866.0
579,9563158.0,9562866.0
580,9563162.0,9563179.0
581,9563167.0,9562835.0
582,9563180.0,9563207.0
583,9563192.0,9563149.0
584,9563210.0,9500177.0
585,9563216.0,9500177.0
586,9563218.0,9562915.0
587,9563221.0,9500917.0
588,9563225.0,9500202.0
589,9563239.0,9562866.0
590,9563244.0,9562866.0
591,9563266.0,9500931.0
592,9563272.0,9563000.0
593,9563280.0,9500917.0
594,9563288.0,9562835.0
595,9563300.0,9562866.0
596,9563302.0,9562866.0
597,9563307.0,9562835.0
598,9563321.0,9563045.0
599,9563326.0,9562866.0
600,9563332.0,9500476.0
601,9563334.0,9562898.0
602,9563345.0,9562835.0
603,9563354.0,9501270.0
606,9500042.0,9538909.0
607,9500083.0,9000132.0
608,9500088.0,9539347.0
609,9538511.0,9539203.0
610,9538528.0,9538909.0
611,9538562.0,9539350.0
612,9538683.0,9539347.0
613,9538720.0,9538909.0
614,9538738.0,9538909.0
616,9538829.0,9000132.0
617,9539020.0,9539274.0
618,9539109.0,9538909.0
619,9539142.0,9538909.0
620,9539147.0,9539347.0
621,9539288.0,9538808.0
622,9539314.0,9539173.0
624,9539454.0,9000132.0
625,9500098.0,9500119.0
626,9500131.0,9500640.0
627,9500137.0,9556465.0
628,9500145.0,9556465.0
629,9500179.0,9535662.0
630,9500191.0,9535662.0
631,9500212.0,9535662.0
632,9500466.0,9556735.0
633,9500470.0,9556735.0
634,9500649.0,9539414.0
635,9500652.0,9539414.0
636,9500704.0,9556687.0
637,9500872.0,9500177.0
638,9500877.0,9500177.0
639,9500902.0,9500177.0
640,9500904.0,9500177.0
641,9500914.0,9500177.0
642,9500916.0,9500177.0
643,9500938.0,9535602.0
644,9501257.0,9500476.0
645,9501431.0,9563090.0
646,9521760.0,9556573.0
647,9521852.0,9556343.0
648,9521868.0,9556537.0
649,9521943.0,9556573.0
650,9521989.0,9556343.0
651,9522105.0,9556537.0
652,9522125.0,9556343.0
653,9522154.0,9556465.0
654,9522258.0,9556573.0
655,9535199.0,9539612.0
656,9535200.0,9500640.0
657,9535206.0,9535602.0
658,9535211.0,9539414.0
659,9535222.0,9539047.0
660,9535226.0,9535602.0
661,9535229.0,9001250.0
662,9535237.0,9535755.0
663,9535266.0,9500119.0
664,9535267.0,9500931.0
665,9535271.0,9500193.0
666,9535273.0,9539414.0
667,9535278.0,9535755.0
668,9535280.0,9500640.0
669,9535295.0,9500931.0
670,9535354.0,9535662.0
671,9535370.0,9535602.0
672,9535382.0,9539414.0
673,9535398.0,9535602.0
674,9535483.0,9500193.0
675,9535491.0,9500193.0
676,9535498.0,9535662.0
677,9535532.0,9535662.0
678,9535579.0,9535755.0
679,9535626.0,9535755.0
680,9535640.0,9001250.0
681,9535678.0,9539612.0
682,9535729.0,9535378.0
683,9535769.0,9539414.0
684,9535800.0,9535662.0
685,9535836.0,9535378.0
686,9535841.0,9535662.0
687,9538647.0,9539388.0
688,9538690.0,9000134.0
689,9538724.0,9000134.0
690,9538862.0,9000134.0
693,9539032.0,9539047.0
697,9556306.0,9500463.0
698,9556308.0,9556465.0
699,9556345.0,9556542.0
700,9556360.0,9556338.0
701,9556371.0,9563273.0
702,9556390.0,9556362.0
703,9556397.0,9556465.0
704,9556402.0,9556703.0
705,9556413.0,9556465.0
706,9556427.0,9556460.0
707,9556439.0,9556312.0
708,9556449.0,9556520.0
709,9556463.0,9556648.0
710,9556478.0,9556338.0
711,9556479.0,9500463.0
712,9556480.0,9556576.0
713,9556483.0,9556475.0
714,9556492.0,9556528.0
715,9556512.0,9556648.0
716,9556534.0,9556691.0
717,9556545.0,9563273.0
718,9556546.0,9556683.0
719,9556558.0,9563276.0
720,9556562.0,9500372.0
721,9556569.0,9556738.0
722,9556584.0,9556624.0
723,9556586.0,9556542.0
724,9556594.0,9556735.0
725,9556596.0,9556703.0
726,9556604.0,9501220.0
727,9556608.0,9556501.0
728,9556610.0,9563276.0
729,9556631.0,9556735.0
730,9556646.0,9556590.0
731,9556649.0,9556715.0
732,9556654.0,9556446.0
733,9556664.0,9556475.0
734,9556669.0,9556703.0
735,9556684.0,9556650.0
736,9556688.0,9556487.0
737,9556694.0,9556738.0
738,9556708.0,9556703.0
739,9556713.0,9556475.0
740,9556728.0,9563276.0
741,9556740.0,9500463.0
742,9556741.0,9556561.0
743,9556754.0,9556307.0
744,9556864.0,9556520.0
745,9556955.0,9556520.0
746,9557004.0,9556358.0
747,9557101.0,9556307.0
748,9557108.0,9556307.0
749,9562826.0,9500779.0
750,9562842.0,9563291.0
751,9562851.0,9562866.0
752,9562856.0,9500177.0
753,9562860.0,9500177.0
754,9562871.0,9500177.0
755,9562897.0,9562835.0
756,9562901.0,9500177.0
757,9562902.0,9500177.0
758,9562904.0,9562866.0
759,9562908.0,9563314.0
760,9562917.0,9562845.0
761,9562934.0,9562866.0
762,9562943.0,9500177.0
763,9562945.0,9501218.0
764,9562950.0,9500177.0
765,9562986.0,9500476.0
766,9563001.0,9562888.0
767,9563019.0,9535378.0
768,9563025.0,9563207.0
769,9563040.0,9562939.0
770,9563046.0,9562835.0
771,9563049.0,9500177.0
772,9563065.0,9562866.0
773,9563071.0,9500177.0
774,9563075.0,9535662.0
775,9563101.0,9563290.0
776,9563111.0,9562867.0
777,9563122.0,9562939.0
778,9563123.0,9562939.0
779,9563126.0,9562939.0
780,9563146.0,9500177.0
781,9563158.0,9500177.0
782,9563162.0,9562867.0
783,9563167.0,9563090.0
784,9563180.0,9562915.0
785,9563192.0,9563000.0
786,9563210.0,9535378.0
787,9563216.0,9535378.0
788,9563218.0,9500779.0
789,9563221.0,9500476.0
790,9563225.0,9500198.0
791,9563239.0,9500177.0
792,9563244.0,9500177.0
793,9563266.0,9535662.0
794,9563272.0,9562898.0
795,9563280.0,9500476.0
796,9563288.0,9563090.0
797,9563300.0,9500177.0
798,9563302.0,9500177.0
799,9563307.0,9563090.0
800,9563321.0,9563331.0
801,9563326.0,9500177.0
802,9563332.0,9562939.0
803,9563334.0,9563024.0
804,9563345.0,9563090.0
805,9563354.0,9562835.0
808,9500042.0,9539203.0
810,9500088.0,9539173.0
811,9538511.0,9539274.0
812,9538528.0,9539203.0
813,9538562.0,9000132.0
814,9538683.0,9539173.0
815,9538720.0,9539203.0
816,9538738.0,9539203.0
819,9539020.0,9539350.0
820,9539109.0,9539203.0
821,9539142.0,9539203.0
822,9539147.0,9539173.0
823,9539288.0,9538909.0
824,9539314.0,9538909.0
827,9500098.0,9001250.0
828,9500131.0,9535195.0
829,9500137.0,9556501.0
830,9500145.0,9556501.0
831,9500179.0,9500193.0
832,9500191.0,9500193.0
833,9500212.0,9500193.0
834,9500466.0,9556487.0
835,9500470.0,9556487.0
836,9500649.0,9539612.0
837,9500652.0,9539612.0
838,9500704.0,9556446.0
839,9500872.0,9535378.0
840,9500877.0,9535378.0
841,9500902.0,9535378.0
842,9500904.0,9535378.0
843,9500914.0,9535378.0
844,9500916.0,9535378.0
845,9500938.0,9535268.0
846,9501257.0,9562939.0
847,9501431.0,9563314.0
848,9521760.0,9500463.0
849,9521852.0,9556537.0
850,9521868.0,9500463.0
851,9521943.0,9500463.0
852,9521989.0,9556537.0
853,9522105.0,9500463.0
854,9522125.0,9556537.0
855,9522154.0,9556501.0
856,9522258.0,9500463.0
857,9535199.0,9538536.0
858,9535200.0,9535195.0
859,9535206.0,9535268.0
860,9535211.0,9539612.0
861,9535222.0,9000134.0
862,9535226.0,9535268.0
863,9535229.0,9001249.0
864,9535237.0,9539414.0
865,9535266.0,9001250.0
866,9535267.0,9535662.0
867,9535271.0,9535602.0
868,9535273.0,9539612.0
869,9535278.0,9539414.0
870,9535280.0,9535195.0
871,9535295.0,9535662.0
872,9535354.0,9500193.0
873,9535370.0,9535268.0
874,9535382.0,9539612.0
875,9535398.0,9535268.0
876,9535483.0,9535602.0
877,9535491.0,9535602.0
878,9535498.0,9500193.0
879,9535532.0,9500193.0
880,9535579.0,9539414.0
881,9535626.0,9539414.0
882,9535640.0,9001249.0
883,9535678.0,9538536.0
884,9535729.0,9500931.0
885,9535769.0,9539612.0
886,9535800.0,9500193.0
887,9535836.0,9500931.0
888,9535841.0,9500193.0
889,9538647.0,9539047.0
895,9539032.0,9000134.0
899,9556306.0,9556465.0
900,9556308.0,9556501.0
901,9556345.0,9556650.0
902,9556360.0,9556312.0
903,9556371.0,9563282.0
904,9556390.0,9556715.0
905,9556397.0,9556501.0
906,9556402.0,9556567.0
907,9556413.0,9556501.0
908,9556427.0,9556455.0
909,9556439.0,9556332.0
910,9556449.0,9556421.0
911,9556463.0,9556733.0
912,9556478.0,9556312.0
913,9556479.0,9556465.0
914,9556480.0,9500372.0
915,9556483.0,9556692.0
916,9556492.0,9556475.0
917,9556512.0,9556733.0
918,9556534.0,9556362.0
919,9556545.0,9563282.0
920,9556546.0,9556544.0
921,9556558.0,9563273.0
922,9556562.0,9563276.0
923,9556569.0,9556528.0
924,9556584.0,9556575.0
925,9556586.0,9556650.0
926,9556594.0,9556487.0
927,9556596.0,9556567.0
928,9556604.0,9556554.0
929,9556608.0,9556735.0
930,9556610.0,9563273.0
931,9556631.0,9556487.0
932,9556646.0,9556542.0
933,9556649.0,9556421.0
934,9556654.0,9556650.0
935,9556664.0,9556692.0
936,9556669.0,9556567.0
937,9556684.0,9556338.0
938,9556688.0,9556312.0
939,9556694.0,9556528.0
940,9556708.0,9556567.0
941,9556713.0,9556692.0
942,9556728.0,9563273.0
943,9556740.0,9556465.0
944,9556741.0,9556446.0
945,9556754.0,9556358.0
946,9556864.0,9556421.0
947,9556955.0,9556421.0
948,9557004.0,9556691.0
949,9557101.0,9556358.0
950,9557108.0,9556358.0
951,9562826.0,9500476.0
952,9562842.0,9500476.0
953,9562851.0,9500177.0
954,9562856.0,9535378.0
955,9562860.0,9535378.0
956,9562871.0,9535378.0
957,9562897.0,9563090.0
958,9562901.0,9535378.0
959,9562902.0,9535378.0
960,9562904.0,9500177.0
961,9562908.0,9563290.0
962,9562917.0,9563045.0
963,9562934.0,9500177.0
964,9562943.0,9535378.0
965,9562945.0,9562888.0
966,9562950.0,9535378.0
967,9562986.0,9562939.0
968,9563001.0,9500917.0
969,9563019.0,9500931.0
970,9563025.0,9562915.0
971,9563040.0,9562866.0
972,9563046.0,9563090.0
973,9563049.0,9535378.0
974,9563065.0,9500177.0
975,9563071.0,9535378.0
976,9563075.0,9500193.0
977,9563101.0,9563291.0
978,9563111.0,9500177.0
979,9563122.0,9562866.0
980,9563123.0,9562866.0
981,9563126.0,9562866.0
982,9563146.0,9535378.0
983,9563158.0,9535378.0
984,9563162.0,9500177.0
985,9563167.0,9563314.0
986,9563180.0,9500779.0
987,9563192.0,9562898.0
988,9563210.0,9500931.0
989,9563216.0,9500931.0
990,9563218.0,9500476.0
991,9563221.0,9562939.0
992,9563225.0,9556683.0
993,9563239.0,9535378.0
994,9563244.0,9535378.0
995,9563266.0,9500193.0
996,9563272.0,9563024.0
997,9563280.0,9562939.0
998,9563288.0,9563314.0
999,9563300.0,9535378.0
1000,9563302.0,9535378.0
1001,9563307.0,9563314.0
1002,9563321.0,9501218.0
1003,9563326.0,9535378.0
1004,9563332.0,9562866.0
1005,9563334.0,9563207.0
1006,9563345.0,9563314.0
1007,9563354.0,9563090.0
1010,9500042.0,9539274.0
1012,9500088.0,9538909.0
1013,9538511.0,9539350.0
1014,9538528.0,9539274.0
1016,9538683.0,9538909.0
1017,9538720.0,9539274.0
1018,9538738.0,9539274.0
1021,9539020.0,9000132.0
1022,9539109.0,9539274.0
1023,9539142.0,9539274.0
1024,9539147.0,9538909.0
1025,9539288.0,9539203.0
1026,9539314.0,9539203.0
1029,9500098.0,9001249.0
1030,9500131.0,9535755.0
1031,9500137.0,9556735.0
1032,9500145.0,9556735.0
1033,9500179.0,9535602.0
